Test,item,result,spec lower,spec upper,fill,Test_conditions,Spring,pc_from_lim,closest_to_spec,,
#REF!,910,7.625,5,,1ml,Standard,Strong,,1.5,,
#REF!,911,9.12,5,,2.25ml,Standard,Weak,,1.8,,
#REF!,912,9.36,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,913,9.34,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,914,9.44,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,915,9.52,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,916,9.48,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,917,9.28,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,918,9.48,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,919,9.5,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,920,9.4,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,921,9.44,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,922,9.34,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,923,9.3,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,924,9.22,5,,2.25ml,Standard,Weak,,1.8,,
#REF!,925,9.42,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,926,9.52,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,927,9.22,5,,2.25ml,Standard,Weak,,1.8,,
#REF!,928,9.46,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,929,9.24,5,,2.25ml,Standard,Weak,,1.8,,
#REF!,930,9.24,5,,2.25ml,Standard,Weak,,1.8,,
#REF!,931,9.38,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,932,9.52,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,933,9.2,5,,2.25ml,Standard,Weak,,1.8,,
#REF!,934,9.32,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,935,9.28,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,936,9.24,5,,2.25ml,Standard,Weak,,1.8,,
#REF!,937,9.34,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,938,9.26,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,939,9.1,5,,2.25ml,Standard,Weak,,1.8,,
#REF!,940,9.66,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,941,9.36,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,942,9.26,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,943,9.24,5,,2.25ml,Standard,Weak,,1.8,,
#REF!,944,9.36,5,,2.25ml,Standard,Weak,,1.9,,
#REF!,945,9.24,5,,2.25ml,Standard,Weak,,1.8,,
#REF!,946,16.65,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,947,16.275,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,948,16.35,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,949,16.575,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,950,16.575,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,951,16.05,5,,2.25ml,Standard,Strong,,3.2,,
#REF!,952,16.56,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,953,16.35,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,954,16.875,5,,2.25ml,Standard,Strong,,3.4,,
#REF!,955,16.8,5,,2.25ml,Standard,Strong,,3.4,,
#REF!,956,16.48,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,957,16.875,5,,2.25ml,Standard,Strong,,3.4,,
#REF!,958,16.2,5,,2.25ml,Standard,Strong,,3.2,,
#REF!,959,16.5,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,960,16.65,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,961,16.275,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,962,16.48,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,963,16.35,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,964,16.8,5,,2.25ml,Standard,Strong,,3.4,,
#REF!,965,16.125,5,,2.25ml,Standard,Strong,,3.2,,
#REF!,966,16.32,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,967,16.35,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,968,16.05,5,,2.25ml,Standard,Strong,,3.2,,
#REF!,969,16.35,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,970,16.275,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,971,16.725,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,972,16.35,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,973,16.05,5,,2.25ml,Standard,Strong,,3.2,,
#REF!,974,14.7,5,,2.25ml,Standard,Strong,,2.9,,
#REF!,975,15.375,5,,2.25ml,Standard,Strong,,3.1,,
#REF!,976,15.825,5,,2.25ml,Standard,Strong,,3.2,,
#REF!,977,16.2,5,,2.25ml,Standard,Strong,,3.2,,
#REF!,978,15.84,5,,2.25ml,Standard,Strong,,3.2,,
#REF!,979,16.32,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,980,16.48,5,,2.25ml,Standard,Strong,,3.3,,
#REF!,981,8.46,5,,1ml,Warm,Weak,,1.7,,
#REF!,982,8.595,5,,1ml,Warm,Weak,,1.7,,
#REF!,983,8.55,5,,1ml,Warm,Weak,,1.7,,
#REF!,984,8.64,5,,1ml,Warm,Weak,,1.7,,
#REF!,985,8.49,5,,1ml,Warm,Weak,,1.7,,
#REF!,986,8.73,5,,1ml,Warm,Weak,,1.7,,
#REF!,987,8.54,5,,1ml,Warm,Weak,,1.7,,
#REF!,988,8.535,5,,1ml,Warm,Weak,,1.7,,
#REF!,989,8.43,5,,1ml,Warm,Weak,,1.7,,
#REF!,990,8.415,5,,1ml,Warm,Weak,,1.7,,
#REF!,991,8.58,5,,1ml,Warm,Weak,,1.7,,
#REF!,992,8.64,5,,1ml,Warm,Weak,,1.7,,
#REF!,993,8.62,5,,1ml,Warm,Weak,,1.7,,
#REF!,994,8.49,5,,1ml,Warm,Weak,,1.7,,
#REF!,995,8.46,5,,1ml,Warm,Weak,,1.7,,
#REF!,996,8.625,5,,1ml,Warm,Weak,,1.7,,
#REF!,997,8.46,5,,1ml,Warm,Weak,,1.7,,
#REF!,998,8.7,5,,1ml,Warm,Weak,,1.7,,
#REF!,999,8.64,5,,1ml,Warm,Weak,,1.7,,
#REF!,1000,8.67,5,,1ml,Warm,Weak,,1.7,,
#REF!,1001,8.445,5,,1ml,Warm,Weak,,1.7,,
#REF!,1002,8.22,5,,1ml,Warm,Weak,,1.6,,
#REF!,1003,8.5,5,,1ml,Warm,Weak,,1.7,,
#REF!,1004,8.25,5,,1ml,Warm,Weak,,1.7,,
#REF!,1005,8.58,5,,1ml,Warm,Weak,,1.7,,
#REF!,1006,8.52,5,,1ml,Warm,Weak,,1.7,,
#REF!,1007,8.385,5,,1ml,Warm,Weak,,1.7,,
#REF!,1008,8.68,5,,1ml,Warm,Weak,,1.7,,
#REF!,1009,8.655,5,,1ml,Warm,Weak,,1.7,,
#REF!,1010,8.52,5,,1ml,Warm,Weak,,1.7,,
#REF!,1011,8.7,5,,1ml,Warm,Weak,,1.7,,
#REF!,1012,8.625,5,,1ml,Warm,Weak,,1.7,,
#REF!,1013,8.415,5,,1ml,Warm,Weak,,1.7,,
#REF!,1014,8.46,5,,1ml,Warm,Weak,,1.7,,
#REF!,1015,8.505,5,,1ml,Warm,Weak,,1.7,,
#REF!,1016,7.65,5,,1ml,Warm,Strong,,1.5,,
#REF!,1017,7.3,5,,1ml,Warm,Strong,,1.5,,
#REF!,1018,7.375,5,,1ml,Warm,Strong,,1.5,,
#REF!,1019,7.375,5,,1ml,Warm,Strong,,1.5,,
#REF!,1020,7.55,5,,1ml,Warm,Strong,,1.5,,
#REF!,1021,7.55,5,,1ml,Warm,Strong,,1.5,,
#REF!,1022,7.525,5,,1ml,Warm,Strong,,1.5,,
#REF!,1023,7.6,5,,1ml,Warm,Strong,,1.5,,
#REF!,1024,7.8,5,,1ml,Warm,Strong,,1.6,,
#REF!,1025,7.5,5,,1ml,Warm,Strong,,1.5,,
#REF!,1026,7.35,5,,1ml,Warm,Strong,,1.5,,
#REF!,1027,7.75,5,,1ml,Warm,Strong,,1.6,,
#REF!,1028,7.65,5,,1ml,Warm,Strong,,1.5,,
#REF!,1029,7.625,5,,1ml,Warm,Strong,,1.5,,
#REF!,1030,7.55,5,,1ml,Warm,Strong,,1.5,,
#REF!,1031,7.55,5,,1ml,Warm,Strong,,1.5,,
#REF!,1032,7.65,5,,1ml,Warm,Strong,,1.5,,
#REF!,1033,7.55,5,,1ml,Warm,Strong,,1.5,,
#REF!,1034,7.625,5,,1ml,Warm,Strong,,1.5,,
#REF!,1035,7.65,5,,1ml,Warm,Strong,,1.5,,
#REF!,1036,7.8,5,,1ml,Warm,Strong,,1.6,,
#REF!,1037,7.525,5,,1ml,Warm,Strong,,1.5,,
#REF!,1038,7.575,5,,1ml,Warm,Strong,,1.5,,
#REF!,1039,7.7,5,,1ml,Warm,Strong,,1.5,,
#REF!,1040,7.7,5,,1ml,Warm,Strong,,1.5,,
#REF!,1041,7.475,5,,1ml,Warm,Strong,,1.5,,
#REF!,1042,7.5,5,,1ml,Warm,Strong,,1.5,,
#REF!,1043,7.625,5,,1ml,Warm,Strong,,1.5,,
#REF!,1044,7.575,5,,1ml,Warm,Strong,,1.5,,
#REF!,1045,7.7,5,,1ml,Warm,Strong,,1.5,,
#REF!,1046,7.45,5,,1ml,Warm,Strong,,1.5,,
#REF!,1047,7.5,5,,1ml,Warm,Strong,,1.5,,
#REF!,1048,7.625,5,,1ml,Warm,Strong,,1.5,,
#REF!,1049,7.75,5,,1ml,Warm,Strong,,1.6,,
#REF!,1050,7.725,5,,1ml,Warm,Strong,,1.5,,
#REF!,1051,9.32,5,,2.25ml,Warm,Weak,,1.9,,
#REF!,1052,9.1,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1053,9.32,5,,2.25ml,Warm,Weak,,1.9,,
#REF!,1054,9.28,5,,2.25ml,Warm,Weak,,1.9,,
#REF!,1055,9.2,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1056,9.32,5,,2.25ml,Warm,Weak,,1.9,,
#REF!,1057,9.28,5,,2.25ml,Warm,Weak,,1.9,,
#REF!,1058,9.24,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1059,9.2,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1060,9.38,5,,2.25ml,Warm,Weak,,1.9,,
#REF!,1061,9.16,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1062,9.06,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1063,9.14,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1064,9.24,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1065,9.2,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1066,9.04,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1067,9.26,5,,2.25ml,Warm,Weak,,1.9,,
#REF!,1068,9.14,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1069,9.24,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1070,9.14,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1071,9.18,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1072,9.2,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1073,9.2,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1074,9.22,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1075,9.14,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1076,9.18,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1077,9.32,5,,2.25ml,Warm,Weak,,1.9,,
#REF!,1078,8.98,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1079,9.24,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1080,9.14,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1081,9.24,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1082,9.46,5,,2.25ml,Warm,Weak,,1.9,,
#REF!,1083,9.08,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1084,8.98,5,,2.25ml,Warm,Weak,,1.8,,
#REF!,1085,9.3,5,,2.25ml,Warm,Weak,,1.9,,
#REF!,1086,16.425,5,,2.25ml,Warm,Strong,,3.3,,
#REF!,1087,15.68,5,,2.25ml,Warm,Strong,,3.1,,
#REF!,1088,15.45,5,,2.25ml,Warm,Strong,,3.1,,
#REF!,1089,15.6,5,,2.25ml,Warm,Strong,,3.1,,
#REF!,1090,15.75,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1091,15.15,5,,2.25ml,Warm,Strong,,3.0,,
#REF!,1092,16.16,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1093,15,5,,2.25ml,Warm,Strong,,3.0,,
#REF!,1094,16,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1095,15.44,5,,2.25ml,Warm,Strong,,3.1,,
#REF!,1096,16.16,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1097,15.76,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1098,15.75,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1099,14.7,5,,2.25ml,Warm,Strong,,2.9,,
#REF!,1100,15,5,,2.25ml,Warm,Strong,,3.0,,
#REF!,1101,15.975,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1102,15.44,5,,2.25ml,Warm,Strong,,3.1,,
#REF!,1103,15.68,5,,2.25ml,Warm,Strong,,3.1,,
#REF!,1104,15.825,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1105,16.2,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1106,15.84,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1107,15.92,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1108,15.825,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1109,15.76,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1110,14.25,5,,2.25ml,Warm,Strong,,2.9,,
#REF!,1111,14.64,5,,2.25ml,Warm,Strong,,2.9,,
#REF!,1112,15.52,5,,2.25ml,Warm,Strong,,3.1,,
#REF!,1113,15.375,5,,2.25ml,Warm,Strong,,3.1,,
#REF!,1114,15.9,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1115,15.825,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1116,15.6,5,,2.25ml,Warm,Strong,,3.1,,
#REF!,1117,16.05,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1118,15.6,5,,2.25ml,Warm,Strong,,3.1,,
#REF!,1119,16,5,,2.25ml,Warm,Strong,,3.2,,
#REF!,1120,15.45,5,,2.25ml,Warm,Strong,,3.1,,
#REF!,1121,8.79,5,,1ml,Cool,Weak,,1.8,,
#REF!,1122,8.295,5,,1ml,Cool,Weak,,1.7,,
#REF!,1123,8.61,5,,1ml,Cool,Weak,,1.7,,
#REF!,1124,8.58,5,,1ml,Cool,Weak,,1.7,,
#REF!,1125,8.685,5,,1ml,Cool,Weak,,1.7,,
#REF!,1126,8.68,5,,1ml,Cool,Weak,,1.7,,
#REF!,1127,8.52,5,,1ml,Cool,Weak,,1.7,,
#REF!,1128,8.58,5,,1ml,Cool,Weak,,1.7,,
#REF!,1129,8.43,5,,1ml,Cool,Weak,,1.7,,
#REF!,1130,8.805,5,,1ml,Cool,Weak,,1.8,,
#REF!,1131,8.595,5,,1ml,Cool,Weak,,1.7,,
#REF!,1132,8.775,5,,1ml,Cool,Weak,,1.8,,
#REF!,1133,8.7,5,,1ml,Cool,Weak,,1.7,,
#REF!,1134,8.655,5,,1ml,Cool,Weak,,1.7,,
#REF!,1135,8.595,5,,1ml,Cool,Weak,,1.7,,
#REF!,1136,8.61,5,,1ml,Cool,Weak,,1.7,,
#REF!,1137,8.52,5,,1ml,Cool,Weak,,1.7,,
#REF!,1138,8.715,5,,1ml,Cool,Weak,,1.7,,
#REF!,1139,8.73,5,,1ml,Cool,Weak,,1.7,,
#REF!,1140,8.58,5,,1ml,Cool,Weak,,1.7,,
#REF!,1141,8.79,5,,1ml,Cool,Weak,,1.8,,
#REF!,1142,8.655,5,,1ml,Cool,Weak,,1.7,,
#REF!,1143,8.565,5,,1ml,Cool,Weak,,1.7,,
#REF!,1144,8.595,5,,1ml,Cool,Weak,,1.7,,
#REF!,1145,8.415,5,,1ml,Cool,Weak,,1.7,,
#REF!,1146,8.745,5,,1ml,Cool,Weak,,1.7,,
#REF!,1147,8.52,5,,1ml,Cool,Weak,,1.7,,
#REF!,1148,8.595,5,,1ml,Cool,Weak,,1.7,,
#REF!,1149,8.82,5,,1ml,Cool,Weak,,1.8,,
#REF!,1150,8.715,5,,1ml,Cool,Weak,,1.7,,
#REF!,1151,8.58,5,,1ml,Cool,Weak,,1.7,,
#REF!,1152,8.745,5,,1ml,Cool,Weak,,1.7,,
#REF!,1153,8.13,5,,1ml,Cool,Weak,,1.6,,
#REF!,1154,8.415,5,,1ml,Cool,Weak,,1.7,,
#REF!,1155,8.66,5,,1ml,Cool,Weak,,1.7,,
#REF!,1156,7.925,5,,1ml,Cool,Strong,,1.6,,
#REF!,1157,7.8,5,,1ml,Cool,Strong,,1.6,,
#REF!,1158,7.95,5,,1ml,Cool,Strong,,1.6,,
#REF!,1159,7.625,5,,1ml,Cool,Strong,,1.5,,
#REF!,1160,7.9,5,,1ml,Cool,Strong,,1.6,,
#REF!,1161,7.775,5,,1ml,Cool,Strong,,1.6,,
#REF!,1162,7.925,5,,1ml,Cool,Strong,,1.6,,
#REF!,1163,7.45,5,,1ml,Cool,Strong,,1.5,,
#REF!,1164,7.95,5,,1ml,Cool,Strong,,1.6,,
#REF!,1165,8,5,,1ml,Cool,Strong,,1.6,,
#REF!,1166,7.65,5,,1ml,Cool,Strong,,1.5,,
#REF!,1167,7.55,5,,1ml,Cool,Strong,,1.5,,
#REF!,1168,7.475,5,,1ml,Cool,Strong,,1.5,,
#REF!,1169,7.85,5,,1ml,Cool,Strong,,1.6,,
#REF!,1170,7.8,5,,1ml,Cool,Strong,,1.6,,
#REF!,1171,7.8,5,,1ml,Cool,Strong,,1.6,,
#REF!,1172,7.85,5,,1ml,Cool,Strong,,1.6,,
#REF!,1173,7.8,5,,1ml,Cool,Strong,,1.6,,
#REF!,1174,7.8,5,,1ml,Cool,Strong,,1.6,,
#REF!,1175,7.875,5,,1ml,Cool,Strong,,1.6,,
#REF!,1176,7.8,5,,1ml,Cool,Strong,,1.6,,
#REF!,1177,7.725,5,,1ml,Cool,Strong,,1.5,,
#REF!,1178,7.675,5,,1ml,Cool,Strong,,1.5,,
#REF!,1179,7.5,5,,1ml,Cool,Strong,,1.5,,
#REF!,1180,7.675,5,,1ml,Cool,Strong,,1.5,,
#REF!,1181,7.825,5,,1ml,Cool,Strong,,1.6,,
#REF!,1182,7.7,5,,1ml,Cool,Strong,,1.5,,
#REF!,1183,7.725,5,,1ml,Cool,Strong,,1.5,,
#REF!,1184,7.75,5,,1ml,Cool,Strong,,1.6,,
#REF!,1185,7.825,5,,1ml,Cool,Strong,,1.6,,
#REF!,1186,7.5,5,,1ml,Cool,Strong,,1.5,,
#REF!,1187,8,5,,1ml,Cool,Strong,,1.6,,
#REF!,1188,7.7,5,,1ml,Cool,Strong,,1.5,,
#REF!,1189,7.875,5,,1ml,Cool,Strong,,1.6,,
#REF!,1190,7.575,5,,1ml,Cool,Strong,,1.5,,
#REF!,1191,9.44,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1192,9.44,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1193,9.32,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1194,9.4,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1195,9.32,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1196,9.44,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1197,9.3,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1198,9.26,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1199,9.38,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1200,9.52,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1201,9.36,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1202,9.42,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1203,9.18,5,,2.25ml,Cool,Weak,,1.8,,
#REF!,1204,9.5,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1205,9.54,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1206,9.16,5,,2.25ml,Cool,Weak,,1.8,,
#REF!,1207,9.58,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1208,9.46,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1209,9.24,5,,2.25ml,Cool,Weak,,1.8,,
#REF!,1210,9.34,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1211,9.44,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1212,9.28,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1213,9.5,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1214,9.46,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1215,9.32,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1216,9.24,5,,2.25ml,Cool,Weak,,1.8,,
#REF!,1217,9.5,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1218,9.44,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1219,9.3,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1220,9.14,5,,2.25ml,Cool,Weak,,1.8,,
#REF!,1221,9.36,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1222,9.28,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1223,9.4,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1224,9.48,5,,2.25ml,Cool,Weak,,1.9,,
#REF!,1225,9.22,5,,2.25ml,Cool,Weak,,1.8,,
#REF!,1226,16.56,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1227,16.32,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1228,16.4,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1229,16.5,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1230,16,5,,2.25ml,Cool,Strong,,3.2,,
#REF!,1231,16.88,5,,2.25ml,Cool,Strong,,3.4,,
#REF!,1232,15.6,5,,2.25ml,Cool,Strong,,3.1,,
#REF!,1233,16.4,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1234,16.8,5,,2.25ml,Cool,Strong,,3.4,,
#REF!,1235,16.24,5,,2.25ml,Cool,Strong,,3.2,,
#REF!,1236,14.925,5,,2.25ml,Cool,Strong,,3.0,,
#REF!,1237,16.32,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1238,16.35,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1239,16.05,5,,2.25ml,Cool,Strong,,3.2,,
#REF!,1240,15.36,5,,2.25ml,Cool,Strong,,3.1,,
#REF!,1241,15.68,5,,2.25ml,Cool,Strong,,3.1,,
#REF!,1242,16.32,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1243,16.4,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1244,16.72,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1245,15.84,5,,2.25ml,Cool,Strong,,3.2,,
#REF!,1246,16.8,5,,2.25ml,Cool,Strong,,3.4,,
#REF!,1247,14.72,5,,2.25ml,Cool,Strong,,2.9,,
#REF!,1248,16.16,5,,2.25ml,Cool,Strong,,3.2,,
#REF!,1249,16.575,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1250,16.5,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1251,15.04,5,,2.25ml,Cool,Strong,,3.0,,
#REF!,1252,16.32,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1253,16.4,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1254,16.725,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1255,16.05,5,,2.25ml,Cool,Strong,,3.2,,
#REF!,1256,16.64,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1257,16.4,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1258,16.24,5,,2.25ml,Cool,Strong,,3.2,,
#REF!,1259,16.16,5,,2.25ml,Cool,Strong,,3.2,,
#REF!,1260,16.4,5,,2.25ml,Cool,Strong,,3.3,,
#REF!,1261,8.34,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1262,8.175,5,,1ml,Post Dry Heat,Weak,,1.6,,
#REF!,1263,8.535,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1264,8.37,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1265,8.61,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1266,8.295,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1267,8.325,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1268,8.235,5,,1ml,Post Dry Heat,Weak,,1.6,,
#REF!,1269,8.415,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1270,8.58,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1271,8.265,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1272,8.52,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1273,8.52,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1274,8.595,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1275,8.31,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1276,8.04,5,,1ml,Post Dry Heat,Weak,,1.6,,
#REF!,1277,8.505,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1278,8.46,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1279,8.49,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1280,8.46,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1281,8.58,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1282,8.535,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1283,8.7,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1284,8.7,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1285,8.7,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1286,8.745,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1287,8.835,5,,1ml,Post Dry Heat,Weak,,1.8,,
#REF!,1288,8.76,5,,1ml,Post Dry Heat,Weak,,1.8,,
#REF!,1289,8.55,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1290,8.685,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1291,8.55,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1292,8.55,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1293,8.46,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1294,8.745,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1295,8.505,5,,1ml,Post Dry Heat,Weak,,1.7,,
#REF!,1296,7.7,5,,1ml,Post Dry Heat,Strong,,1.5,,
#REF!,1297,7.6,5,,1ml,Post Dry Heat,Strong,,1.5,,
#REF!,1298,7.725,5,,1ml,Post Dry Heat,Strong,,1.5,,
#REF!,1299,7.5,5,,1ml,Post Dry Heat,Strong,,1.5,,
#REF!,1300,7.8,5,,1ml,Post Dry Heat,Strong,,1.6,,
#REF!,1301,7.6,5,,1ml,Post Dry Heat,Strong,,1.5,,
#REF!,1302,7.85,5,,1ml,Post Dry Heat,Strong,,1.6,,
#REF!,1303,7.65,5,,1ml,Post Dry Heat,Strong,,1.5,,
