Test,item,result,spec lower,spec upper,fill,Test_conditions,Spring,pc_from_lim,closest_to_spec,,
Cap displacement,3102,1.026,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,87%,,,
Cap displacement,3103,1.25,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,74%,,,
Cap displacement,3104,1.103,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,82%,,,
Cap displacement,3105,0.838,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,98%,,,
Cap displacement,3106,1.137,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,80%,,,
Cap displacement,3107,1.053,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,85%,,,
Cap displacement,3108,1.087,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,83%,,,
Cap displacement,3109,1.141,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,80%,,,
Cap displacement,3110,1.201,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,76%,,,
Cap displacement,3111,1.155,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,79%,,,
Cap displacement,3112,1.22,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,75%,,,
Cap displacement,3113,1.195,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,77%,,,
Cap displacement,3114,1.257,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,73%,,,
Cap displacement,3115,1.168,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,78%,,,
Cap displacement,3116,1.247,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,74%,,,
Cap displacement,3117,1.235,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,74%,,,
Cap displacement,3118,1.173,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,78%,,,
Cap displacement,3119,0.853,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,97%,,,
Cap displacement,3120,1.015,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,87%,,,
Cap displacement,3121,1.126,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,81%,,,
Cap displacement,3122,1.124,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,81%,,,
Cap displacement,3123,0.958,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,91%,,,
Cap displacement,3124,0.926,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,93%,,,
Cap displacement,3125,1.07,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,84%,,,
Cap displacement,3126,1.229,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,75%,,,
Cap displacement,3127,1.138,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,80%,,,
Cap displacement,3128,1.099,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,82%,,,
Cap displacement,3129,1.248,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,74%,,,
Cap displacement,3130,1.24,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,74%,,,
Cap displacement,3131,1.228,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,75%,,,
Cap displacement,3132,1.27,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,72%,,,
Cap displacement,3133,1.186,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,77%,,,
Cap displacement,3134,1.15,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,79%,,,
Cap displacement,3135,1.065,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,84%,,,
Cap displacement,3136,4.805,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,236%,,,
Cap displacement,3137,1.427,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,63%,,,
Cap displacement,3138,1.193,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,77%,,,
Cap displacement,3139,1.141,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,80%,,,
Cap displacement,3140,3.061,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,133%,,,
Cap displacement,3141,0.896,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,94%,,,
Cap displacement,3142,1.811,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,59%,,,
Cap displacement,3143,1.285,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,71%,,,
Cap displacement,3144,1.08,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,84%,,,
Cap displacement,3145,1.791,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,58%,,,
Cap displacement,3146,1.582,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,54%,,,
Cap displacement,3147,0.843,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,97%,,,
Cap displacement,3148,1.635,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,51%,,,
Cap displacement,3149,1.219,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,75%,,,
Cap displacement,3150,1.571,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,55%,,,
Cap displacement,3151,2.001,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,71%,,,
Cap displacement,3152,1.248,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,74%,,,
Cap displacement,3153,1.471,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,61%,,,
Cap displacement,3154,1.24,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,74%,,,
Cap displacement,3155,0.976,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,90%,,,
Cap displacement,3156,1.117,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,81%,,,
Cap displacement,3157,1.983,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,70%,,,
Cap displacement,3158,1.759,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,56%,,,
Cap displacement,3159,1.479,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,60%,,,
Cap displacement,3160,1.206,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,76%,,,
Cap displacement,3161,1.225,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,75%,,,
Cap displacement,3162,1.429,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,63%,,,
Cap displacement,3163,1.476,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,60%,,,
Cap displacement,3164,1.429,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,63%,,,
Cap displacement,3165,1.368,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,67%,,,
Cap displacement,3166,1.148,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,80%,,,
Cap displacement,3167,1.825,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,60%,,,
Cap displacement,3168,0.947,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,91%,,,
Cap displacement,3169,2.0058,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,71%,,,
Cap displacement,3170,1.8018,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,59%,,,
Cap displacement,3171,1.4278,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,63%,,,
Cap displacement,3172,1.4018,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,65%,,,
Cap displacement,3173,1.1468,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,80%,,,
Cap displacement,3174,1.8008,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,59%,,,
Cap displacement,3175,1.7808,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,58%,,,
Cap displacement,3176,1.5068,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,58%,,,
Cap displacement,3177,1.2458,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,74%,,,
Cap displacement,3178,1.8228,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,60%,,,
Cap displacement,3179,1.3948,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,65%,,,
Cap displacement,3180,1.1968,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,77%,,,
Cap displacement,3181,1.7638,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,57%,,,
Cap displacement,3182,1.1348,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,80%,,,
Cap displacement,3183,1.1168,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,81%,,,
Cap displacement,3184,1.7268,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,55%,,,
Cap displacement,3185,1.3498,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,68%,,,
Cap displacement,3186,1.4118,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,64%,,,
Cap displacement,3187,1.3828,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,66%,,,
Cap displacement,3188,1.2958,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,71%,,,
Cap displacement,3189,0.9698,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,90%,,,
Cap displacement,3190,1.8128,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,60%,,,
Cap displacement,3191,1.5558,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,56%,,,
Cap displacement,3192,1.4298,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,63%,,,
Cap displacement,3193,1.9608,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,68%,,,
Cap displacement,3194,0.9928,2.5,0.8,1ml,Standard|Post Shipping (D4169),Weak,89%,,,
Cap displacement,3195,1.862,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,62%,,,
Cap displacement,3196,1.104,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,82%,,,
Cap displacement,3197,1.44,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,62%,,,
Cap displacement,3198,2.01,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,71%,,,
Cap displacement,3199,0.978,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,90%,,,
Cap displacement,3200,0.051,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,144%,,,
Cap displacement,3201,2.024,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,72%,,,
Cap displacement,3202,1.596,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,53%,,,
Cap displacement,3203,1.518,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,58%,,,
Cap displacement,3204,1.459,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,61%,,,
Cap displacement,3205,0.572,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,113%,,,
Cap displacement,3206,1.926,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,66%,,,
Cap displacement,3207,1.479,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,60%,,,
Cap displacement,3208,1.757,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,56%,,,
Cap displacement,3209,1.547,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,56%,,,
Cap displacement,3210,0.911,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,93%,,,
Cap displacement,3211,1.96,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,68%,,,
Cap displacement,3212,1.514,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,58%,,,
Cap displacement,3213,1.172,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,78%,,,
Cap displacement,3214,1.783,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,58%,,,
Cap displacement,3215,1.044,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,86%,,,
Cap displacement,3216,2.105,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,77%,,,
Cap displacement,3217,1.612,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,52%,,,
Cap displacement,3218,1.235,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,74%,,,
Cap displacement,3219,1.662,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,51%,,,
Cap displacement,3220,0.967,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,90%,,,
Cap displacement,3221,1.129,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,81%,,,
Cap displacement,3222,0.974,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,90%,,,
Cap displacement,3223,2.204,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,83%,,,
Cap displacement,3224,2.099,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,76%,,,
Cap displacement,3225,1.836,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,61%,,,
Cap displacement,3226,1.742,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,55%,,,
Cap displacement,3227,1.1,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,82%,,,
Cap displacement,3228,1.831,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,61%,,,
Cap displacement,3229,1.5052,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,59%,,,
Cap displacement,3230,1.7632,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,57%,,,
Cap displacement,3231,1.3912,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,65%,,,
Cap displacement,3232,-0.2708,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,163%,,,
Cap displacement,3233,1.1202,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,81%,,,
Cap displacement,3234,-0.0428,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,150%,,,
Cap displacement,3235,1.2312,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,75%,,,
Cap displacement,3236,1.2122,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,76%,,,
Cap displacement,3237,1.2922,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,71%,,,
Cap displacement,3238,1.6732,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,51%,,,
Cap displacement,3239,1.8272,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,60%,,,
Cap displacement,3240,1.6392,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,51%,,,
Cap displacement,3241,0.1842,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,136%,,,
Cap displacement,3242,1.0212,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,87%,,,
Cap displacement,3243,1.8592,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,62%,,,
Cap displacement,3244,1.8092,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,59%,,,
Cap displacement,3245,1.5862,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,54%,,,
Cap displacement,3246,1.2572,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,73%,,,
Cap displacement,3247,1.6852,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,52%,,,
Cap displacement,3248,1.9062,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,65%,,,
Cap displacement,3249,1.3132,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,70%,,,
Cap displacement,3250,1.7492,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,56%,,,
Cap displacement,3251,1.4022,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,65%,,,
Cap displacement,3252,1.6802,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,52%,,,
Cap displacement,3253,1.3832,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,66%,,,
Cap displacement,3254,1.5912,2.5,0.8,2.25ml,Standard|Post Shipping (D4169),Strong,53%,,,
Cap displacement,3255,1.178,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,78%,,,
Cap displacement,3256,1.712,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,54%,,,
Cap displacement,3257,1.508,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,58%,,,
Cap displacement,3258,1.486,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,60%,,,
Cap displacement,3259,1.007,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,88%,,,
Cap displacement,3260,0.621,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,111%,,,
Cap displacement,3261,1.621,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,52%,,,
Cap displacement,3262,1.336,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,68%,,,
Cap displacement,3263,1.044,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,86%,,,
Cap displacement,3264,1.77,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,57%,,,
Cap displacement,3265,1.397,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,65%,,,
Cap displacement,3266,1.096,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,83%,,,
Cap displacement,3267,1.69,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,52%,,,
Cap displacement,3268,1.394,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,65%,,,
Cap displacement,3269,1.085,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,83%,,,
Cap displacement,3270,0.856,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,97%,,,
Cap displacement,3271,0.656,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,108%,,,
Cap displacement,3272,1.348,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,68%,,,
Cap displacement,3273,1.17,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,78%,,,
Cap displacement,3274,1.034,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,86%,,,
Cap displacement,3275,1.462,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,61%,,,
Cap displacement,3276,1.632,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,51%,,,
Cap displacement,3277,1.558,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,55%,,,
Cap displacement,3278,1.095,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,83%,,,
Cap displacement,3279,1.719,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,54%,,,
Cap displacement,3280,1.75,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,56%,,,
Cap displacement,3281,1.584,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,54%,,,
Cap displacement,3282,1.208,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,76%,,,
Cap displacement,3283,1.77,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,57%,,,
Cap displacement,3284,1.674,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,51%,,,
Cap displacement,3285,1.544,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,56%,,,
Cap displacement,3286,1.218,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,75%,,,
Cap displacement,3287,1.376,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,66%,,,
Cap displacement,3288,1.148,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,80%,,,
Cap displacement,3289,0.975,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,90%,,,
Cap displacement,3290,1.129,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,81%,,,
Cap displacement,3291,1.842,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,61%,,,
Cap displacement,3292,1.183,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,77%,,,
Cap displacement,3293,1.472,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,60%,,,
Cap displacement,3294,1.193,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,77%,,,
Cap displacement,3295,1.017,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,87%,,,
Cap displacement,3296,0.989,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,89%,,,
Cap displacement,3297,1.0952,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,83%,,,
Cap displacement,3298,1.5972,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,53%,,,
Cap displacement,3299,1.9582,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,68%,,,
Cap displacement,3300,1.7802,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,58%,,,
Cap displacement,3301,1.7322,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,55%,,,
Cap displacement,3302,1.6662,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,51%,,,
Cap displacement,3303,1.4022,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,65%,,,
Cap displacement,3304,1.3102,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,70%,,,
Cap displacement,3305,1.1732,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,78%,,,
Cap displacement,3306,1.0682,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,84%,,,
Cap displacement,3307,1.5362,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,57%,,,
Cap displacement,3308,1.9972,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,70%,,,
Cap displacement,3309,1.9632,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,68%,,,
Cap displacement,3310,1.5942,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,53%,,,
Cap displacement,3311,1.6612,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,51%,,,
Cap displacement,3312,1.5562,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,56%,,,
Cap displacement,3313,1.8322,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,61%,,,
Cap displacement,3314,1.8222,2.5,0.8,1ml,Cool|Post Shipping (D4169),Weak,60%,,,
Cap displacement,3315,1.649,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,50%,,,
Cap displacement,3316,1.444,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,62%,,,
Cap displacement,3317,1.594,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,53%,,,
Cap displacement,3318,0.966,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,90%,,,
Cap displacement,3319,0.874,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,96%,,,
Cap displacement,3320,1.334,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,69%,,,
Cap displacement,3321,1.518,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,58%,,,
Cap displacement,3322,1.834,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,61%,,,
Cap displacement,3323,2.182,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,81%,,,
Cap displacement,3324,1.876,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,63%,,,
Cap displacement,3325,1.707,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,53%,,,
Cap displacement,3326,1.708,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,53%,,,
Cap displacement,3327,1.859,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,62%,,,
Cap displacement,3328,1.373,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,66%,,,
Cap displacement,3329,1.134,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,80%,,,
Cap displacement,3330,1.758,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,56%,,,
Cap displacement,3331,2.245,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,85%,,,
Cap displacement,3332,0.816,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,99%,,,
Cap displacement,3333,0.379,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,125%,,,
Cap displacement,3334,2.095,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,76%,,,
Cap displacement,3335,2.198,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,82%,,,
Cap displacement,3336,0.534,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,116%,,,
Cap displacement,3337,1.671,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,51%,,,
Cap displacement,3338,1.767,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,57%,,,
Cap displacement,3339,1.731,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,55%,,,
Cap displacement,3340,1.661,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,51%,,,
Cap displacement,3341,1.827,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,60%,,,
Cap displacement,3342,2.12,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,78%,,,
Cap displacement,3343,1.298,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,71%,,,
Cap displacement,3344,1.367,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,67%,,,
Cap displacement,3345,1.519,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,58%,,,
Cap displacement,3346,0.938,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,92%,,,
Cap displacement,3347,1.2207,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,75%,,,
Cap displacement,3348,1.0837,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,83%,,,
Cap displacement,3349,0.9687,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,90%,,,
Cap displacement,3350,1.0187,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,87%,,,
Cap displacement,3351,1.6017,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,53%,,,
Cap displacement,3352,1.6737,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,51%,,,
Cap displacement,3353,0.3817,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,125%,,,
Cap displacement,3354,1.4697,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,61%,,,
Cap displacement,3355,2.1687,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,81%,,,
Cap displacement,3356,4.6877,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,229%,,,
Cap displacement,3357,0.9697,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,90%,,,
Cap displacement,3358,1.6487,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,50%,,,
Cap displacement,3359,2.1027,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,77%,,,
Cap displacement,3360,1.6157,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,52%,,,
Cap displacement,3361,1.8297,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,61%,,,
Cap displacement,3362,1.7217,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,54%,,,
Cap displacement,3363,1.5477,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,56%,,,
Cap displacement,3364,1.6707,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,51%,,,
Cap displacement,3365,1.6577,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,50%,,,
Cap displacement,3366,1.5737,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,54%,,,
Cap displacement,3367,1.9267,2.5,0.8,2.25ml,Cool|Post Shipping (D4169),Strong,66%,,,
