Test,item,result,spec lower,spec upper,fill,Test_conditions,Spring,spec_result,Notes
Cap / RNS displacement,3514,0.44,4,,2.25ml,Standard|Post Vibration,Weak,9.09,
Cap / RNS displacement,3515,0.22,4,,2.25ml,Standard|Post Vibration,Weak,18.18,
Cap / RNS displacement,3516,0.28,4,,2.25ml,Standard|Post Vibration,Weak,14.29,
Cap / RNS displacement,3517,0.31,4,,2.25ml,Standard|Post Vibration,Weak,12.9,
Cap / RNS displacement,3518,0.33,4,,2.25ml,Standard|Post Vibration,Weak,12.12,
Cap / RNS displacement,3519,0.21,4,,2.25ml,Standard|Post Vibration,Weak,19.05,
Cap / RNS displacement,3520,0.2,4,,2.25ml,Standard|Post Vibration,Weak,20,
Cap / RNS displacement,3521,0.23,4,,2.25ml,Standard|Post Vibration,Weak,17.39,
Cap / RNS displacement,3522,0.47,4,,2.25ml,Standard|Post Vibration,Weak,8.51,
Cap / RNS displacement,3523,0.4,4,,2.25ml,Standard|Post Vibration,Weak,10,
Cap / RNS displacement,3524,0.37,4,,2.25ml,Standard|Post Vibration,Weak,10.81,
Cap / RNS displacement,3525,0.45,4,,2.25ml,Standard|Post Vibration,Weak,8.89,
Cap / RNS displacement,3526,0.4,4,,2.25ml,Standard|Post Vibration,Weak,10,
Cap / RNS displacement,3527,0.35,4,,2.25ml,Standard|Post Vibration,Weak,11.43,
Cap / RNS displacement,3528,0.47,4,,2.25ml,Standard|Post Vibration,Weak,8.51,
Cap / RNS displacement,3529,0.32,4,,2.25ml,Standard|Post Vibration,Weak,12.5,
Cap / RNS displacement,3530,0.67,4,,2.25ml,Standard|Post Vibration,Weak,5.97,
Cap / RNS displacement,3531,0.29,4,,2.25ml,Standard|Post Vibration,Weak,13.79,
Cap / RNS displacement,3532,0.31,4,,2.25ml,Standard|Post Vibration,Weak,12.9,
Cap / RNS displacement,3533,0.38,4,,2.25ml,Standard|Post Vibration,Weak,10.53,
Cap / RNS displacement,3534,0.54,4,,2.25ml,Standard|Post Vibration,Weak,7.41,
Cap / RNS displacement,3535,0.37,4,,2.25ml,Standard|Post Vibration,Weak,10.81,
Cap / RNS displacement,3536,0.22,4,,2.25ml,Standard|Post Vibration,Weak,18.18,
Cap / RNS displacement,3537,0.39,4,,2.25ml,Standard|Post Vibration,Weak,10.26,
Cap / RNS displacement,3538,0.4,4,,2.25ml,Standard|Post Vibration,Weak,10,
Cap / RNS displacement,3539,0.29,4,,2.25ml,Standard|Post Vibration,Weak,13.79,
Cap / RNS displacement,3540,0.19,4,,2.25ml,Standard|Post Vibration,Weak,21.05,
Cap / RNS displacement,3541,0.57,4,,2.25ml,Standard|Post Vibration,Weak,7.02,
Cap / RNS displacement,3542,0.29,4,,2.25ml,Standard|Post Vibration,Weak,13.79,
Cap / RNS displacement,3543,0.24,4,,2.25ml,Standard|Post Vibration,Weak,16.67,
Cap / RNS displacement,3544,0.28,4,,2.25ml,Standard|Post Vibration,Weak,14.29,
Cap / RNS displacement,3545,0.31,4,,2.25ml,Standard|Post Vibration,Weak,12.9,
Cap / RNS displacement,3546,0.32,4,,2.25ml,Standard|Post Vibration,Weak,12.5,
Cap / RNS displacement,3547,0.34,4,,2.25ml,Standard|Post Vibration,Weak,11.76,
Cap / RNS displacement,3548,0.33,4,,2.25ml,Standard|Post Vibration,Weak,12.12,
Cap / RNS displacement,3549,0.28,4,,2.25ml,Standard|Post Vibration,Weak,14.29,
Cap / RNS displacement,3550,0.21,4,,2.25ml,Standard|Post Vibration,Weak,19.05,
Cap / RNS displacement,3551,0.4,4,,2.25ml,Standard|Post Vibration,Weak,10,
Cap / RNS displacement,3552,0.24,4,,2.25ml,Standard|Post Vibration,Weak,16.67,
Cap / RNS displacement,3553,0.34,4,,2.25ml,Standard|Post Vibration,Weak,11.76,
Cap / RNS displacement,3554,0.26,4,,2.25ml,Standard|Post Vibration,Weak,15.38,
Cap / RNS displacement,3555,0.46,4,,2.25ml,Standard|Post Vibration,Strong,8.7,
Cap / RNS displacement,3556,0.16,4,,2.25ml,Standard|Post Vibration,Strong,25,
Cap / RNS displacement,3557,0.2,4,,2.25ml,Standard|Post Vibration,Strong,20,
Cap / RNS displacement,3558,0.22,4,,2.25ml,Standard|Post Vibration,Strong,18.18,
Cap / RNS displacement,3559,0.37,4,,2.25ml,Standard|Post Vibration,Strong,10.81,
Cap / RNS displacement,3560,0.29,4,,2.25ml,Standard|Post Vibration,Strong,13.79,
Cap / RNS displacement,3561,0.32,4,,2.25ml,Standard|Post Vibration,Strong,12.5,
Cap / RNS displacement,3562,0.29,4,,2.25ml,Standard|Post Vibration,Strong,13.79,
Cap / RNS displacement,3563,0.37,4,,2.25ml,Standard|Post Vibration,Strong,10.81,
Cap / RNS displacement,3564,0.24,4,,2.25ml,Standard|Post Vibration,Strong,16.67,
Cap / RNS displacement,3565,0.35,4,,2.25ml,Standard|Post Vibration,Strong,11.43,
Cap / RNS displacement,3566,0.26,4,,2.25ml,Standard|Post Vibration,Strong,15.38,
Cap / RNS displacement,3567,0.31,4,,2.25ml,Standard|Post Vibration,Strong,12.9,
Cap / RNS displacement,3568,0.3,4,,2.25ml,Standard|Post Vibration,Strong,13.33,
Cap / RNS displacement,3569,0.11,4,,2.25ml,Standard|Post Vibration,Strong,36.36,
Cap / RNS displacement,3570,0.59,4,,2.25ml,Standard|Post Vibration,Strong,6.78,
Cap / RNS displacement,3571,0.28,4,,2.25ml,Standard|Post Vibration,Strong,14.29,
Cap / RNS displacement,3572,0.3,4,,2.25ml,Standard|Post Vibration,Strong,13.33,
Cap / RNS displacement,3573,0.42,4,,2.25ml,Standard|Post Vibration,Strong,9.52,
Cap / RNS displacement,3574,0.38,4,,2.25ml,Standard|Post Vibration,Strong,10.53,
Cap / RNS displacement,3575,0.31,4,,2.25ml,Standard|Post Vibration,Strong,12.9,
Cap / RNS displacement,3576,0.26,4,,2.25ml,Standard|Post Vibration,Strong,15.38,
Cap / RNS displacement,3577,0.13,4,,2.25ml,Standard|Post Vibration,Strong,30.77,
Cap / RNS displacement,3578,0.36,4,,2.25ml,Standard|Post Vibration,Strong,11.11,
Cap / RNS displacement,3579,0.3,4,,2.25ml,Standard|Post Vibration,Strong,13.33,
Cap / RNS displacement,3580,0.23,4,,2.25ml,Standard|Post Vibration,Strong,17.39,
Cap / RNS displacement,3581,0.25,4,,2.25ml,Standard|Post Vibration,Strong,16,
Cap / RNS displacement,3582,0.32,4,,2.25ml,Standard|Post Vibration,Strong,12.5,
Cap / RNS displacement,3583,0.12,4,,2.25ml,Standard|Post Vibration,Strong,33.33,
Cap / RNS displacement,3584,0.39,4,,2.25ml,Standard|Post Vibration,Strong,10.26,
Cap / RNS displacement,3585,0.3,4,,2.25ml,Standard|Post Vibration,Strong,13.33,
Cap / RNS displacement,3586,0.19,4,,2.25ml,Standard|Post Vibration,Strong,21.05,
Cap / RNS displacement,3587,0.26,4,,2.25ml,Standard|Post Vibration,Strong,15.38,
Cap / RNS displacement,3588,0.28,4,,2.25ml,Standard|Post Vibration,Strong,14.29,
Cap / RNS displacement,3589,0.31,4,,2.25ml,Standard|Post Vibration,Strong,12.9,
Cap / RNS displacement,3590,0.32,4,,2.25ml,Standard|Post Vibration,Strong,12.5,
Cap / RNS displacement,3591,0.21,4,,2.25ml,Standard|Post Vibration,Strong,19.05,
Cap / RNS displacement,3592,0.22,4,,2.25ml,Standard|Post Vibration,Strong,18.18,
Cap / RNS displacement,3593,0.33,4,,2.25ml,Standard|Post Vibration,Strong,12.12,
Cap / RNS displacement,3594,0.3,4,,2.25ml,Standard|Post Vibration,Strong,13.33,
Cap / RNS displacement,3595,0.31,4,,2.25ml,Standard|Post Vibration,Strong,12.9,
Cap / RNS displacement,3596,0.25,4,,2.25ml,Standard|Post Vibration,Strong,16,
Cap / RNS displacement,3597,0.27,4,,2.25ml,Standard|Post Vibration,Strong,14.81,
Cap / RNS displacement,3598,0.27,4,,2.25ml,Standard|Post Vibration,Strong,14.81,
Cap / RNS displacement,3599,0.23,4,,2.25ml,Standard|Post Vibration,Strong,17.39,
Cap / RNS displacement,3600,0.14,4,,2.25ml,Standard|Post Vibration,Strong,28.57,
Cap / RNS displacement,3601,0.2,4,,2.25ml,Standard|Post Vibration,Strong,20,
Cap / RNS displacement,3602,0.2,4,,2.25ml,Standard|Post Vibration,Strong,20,
Cap / RNS displacement,3603,0.23,4,,2.25ml,Standard|Post Vibration,Strong,17.39,
Cap / RNS displacement,3604,0.31,4,,2.25ml,Standard|Post Vibration,Strong,12.9,
Cap / RNS displacement,3605,0.28,4,,2.25ml,Standard|Post Vibration,Strong,14.29,
Cap / RNS displacement,3606,0.27,4,,2.25ml,Standard|Post Vibration,Strong,14.81,
Cap / RNS displacement,3607,0.34,4,,2.25ml,Standard|Post Vibration,Strong,11.76,
Cap / RNS displacement,3608,0.3,4,,2.25ml,Standard|Post Vibration,Strong,13.33,
Cap / RNS displacement,3609,0.29,4,,2.25ml,Standard|Post Vibration,Strong,13.79,
Cap / RNS displacement,3610,0.26,4,,2.25ml,Standard|Post Vibration,Strong,15.38,
Cap / RNS displacement,3611,0.24,4,,2.25ml,Standard|Post Vibration,Strong,16.67,
Cap / RNS displacement,3612,0.28,4,,2.25ml,Standard|Post Vibration,Strong,14.29,
Cap / RNS displacement,3613,0.34,4,,2.25ml,Standard|Post Vibration,Strong,11.76,
Cap / RNS displacement,3614,0.24,4,,2.25ml,Standard|Post Vibration,Strong,16.67,
Cap / RNS displacement,3615,0.06,4,,1ml,Standard|Post Shipping (D4169),Strong,66.67,
Cap / RNS displacement,3616,0.11,4,,1ml,Standard|Post Shipping (D4169),Strong,36.36,
Cap / RNS displacement,3617,0,4,,1ml,Standard|Post Shipping (D4169),Strong,#DIV/0!,
Cap / RNS displacement,3618,0.12,4,,1ml,Standard|Post Shipping (D4169),Strong,33.33,
Cap / RNS displacement,3619,0.18,4,,1ml,Standard|Post Shipping (D4169),Strong,22.22,
Cap / RNS displacement,3620,0.21,4,,1ml,Standard|Post Shipping (D4169),Strong,19.05,
Cap / RNS displacement,3621,0.2,4,,1ml,Standard|Post Shipping (D4169),Strong,20,
Cap / RNS displacement,3622,0.19,4,,1ml,Standard|Post Shipping (D4169),Strong,21.05,
Cap / RNS displacement,3623,0.27,4,,1ml,Standard|Post Shipping (D4169),Strong,14.81,
Cap / RNS displacement,3624,0.16,4,,1ml,Standard|Post Shipping (D4169),Strong,25,
Cap / RNS displacement,3625,0.17,4,,1ml,Standard|Post Shipping (D4169),Strong,23.53,
Cap / RNS displacement,3626,0.15,4,,1ml,Standard|Post Shipping (D4169),Strong,26.67,
Cap / RNS displacement,3627,0.19,4,,1ml,Standard|Post Shipping (D4169),Strong,21.05,
Cap / RNS displacement,3628,0.17,4,,1ml,Standard|Post Shipping (D4169),Strong,23.53,
Cap / RNS displacement,3629,0.11,4,,1ml,Standard|Post Shipping (D4169),Strong,36.36,
Cap / RNS displacement,3630,0.16,4,,1ml,Standard|Post Shipping (D4169),Strong,25,
Cap / RNS displacement,3631,0.09,4,,1ml,Standard|Post Shipping (D4169),Strong,44.44,
Cap / RNS displacement,3632,0.08,4,,1ml,Standard|Post Shipping (D4169),Strong,50,
Cap / RNS displacement,3633,0.13,4,,1ml,Standard|Post Shipping (D4169),Strong,30.77,
Cap / RNS displacement,3634,0.01,4,,1ml,Standard|Post Shipping (D4169),Strong,400,
Cap / RNS displacement,3635,0.12,4,,1ml,Standard|Post Shipping (D4169),Strong,33.33,
Cap / RNS displacement,3636,0.22,4,,1ml,Standard|Post Shipping (D4169),Strong,18.18,
Cap / RNS displacement,3637,0.1,4,,1ml,Standard|Post Shipping (D4169),Strong,40,
Cap / RNS displacement,3638,0.25,4,,1ml,Standard|Post Shipping (D4169),Strong,16,
Cap / RNS displacement,3639,0.2,4,,1ml,Standard|Post Shipping (D4169),Strong,20,
Cap / RNS displacement,3640,0.28,4,,1ml,Standard|Post Shipping (D4169),Strong,14.29,
Cap / RNS displacement,3641,0.13,4,,1ml,Standard|Post Shipping (D4169),Strong,30.77,
Cap / RNS displacement,3642,0.31,4,,1ml,Standard|Post Shipping (D4169),Strong,12.9,
Cap / RNS displacement,3643,0.1,4,,1ml,Standard|Post Shipping (D4169),Strong,40,
Cap / RNS displacement,3644,0.12,4,,1ml,Standard|Post Shipping (D4169),Strong,33.33,
Cap / RNS displacement,3645,0.15,4,,1ml,Standard|Post Shipping (D4169),Strong,26.67,
Cap / RNS displacement,3646,0.19,4,,1ml,Standard|Post Shipping (D4169),Strong,21.05,
Cap / RNS displacement,3647,0.05,4,,1ml,Standard|Post Shipping (D4169),Strong,80,
Cap / RNS displacement,3648,0.04,4,,1ml,Standard|Post Shipping (D4169),Strong,100,
Cap / RNS displacement,3649,0.2,4,,1ml,Standard|Post Shipping (D4169),Strong,20,
Cap / RNS displacement,3650,0.15,4,,1ml,Standard|Post Shipping (D4169),Strong,26.67,
Cap / RNS displacement,3651,0.13,4,,1ml,Standard|Post Shipping (D4169),Strong,30.77,
Cap / RNS displacement,3652,0.16,4,,1ml,Standard|Post Shipping (D4169),Strong,25,
Cap / RNS displacement,3653,0.12,4,,1ml,Standard|Post Shipping (D4169),Strong,33.33,
Cap / RNS displacement,3654,0.03,4,,1ml,Standard|Post Shipping (D4169),Strong,133.33,
Cap / RNS displacement,3655,-0.05,4,,1ml,Standard|Post Shipping (D4169),Strong,-80,
Cap / RNS displacement,3656,0.11,4,,1ml,Standard|Post Shipping (D4169),Strong,36.36,
Cap / RNS displacement,3657,0.07,4,,1ml,Standard|Post Shipping (D4169),Strong,57.14,
Cap / RNS displacement,3658,0.24,4,,1ml,Standard|Post Shipping (D4169),Strong,16.67,
Cap / RNS displacement,3659,0.2,4,,1ml,Standard|Post Shipping (D4169),Strong,20,
Cap / RNS displacement,3660,0.15,4,,1ml,Standard|Post Shipping (D4169),Strong,26.67,
Cap / RNS displacement,3661,0.18,4,,1ml,Standard|Post Shipping (D4169),Strong,22.22,
Cap / RNS displacement,3662,0.06,4,,1ml,Standard|Post Shipping (D4169),Strong,66.67,
Cap / RNS displacement,3663,0.13,4,,1ml,Standard|Post Shipping (D4169),Strong,30.77,
Cap / RNS displacement,3664,0.09,4,,1ml,Standard|Post Shipping (D4169),Strong,44.44,
Cap / RNS displacement,3665,-0.05,4,,1ml,Standard|Post Shipping (D4169),Strong,-80,
Cap / RNS displacement,3666,0.13,4,,1ml,Standard|Post Shipping (D4169),Strong,30.77,
Cap / RNS displacement,3667,0.17,4,,1ml,Standard|Post Shipping (D4169),Strong,23.53,
Cap / RNS displacement,3668,0.13,4,,1ml,Standard|Post Shipping (D4169),Strong,30.77,
Cap / RNS displacement,3669,0.11,4,,1ml,Standard|Post Shipping (D4169),Strong,36.36,
Cap / RNS displacement,3670,0.09,4,,1ml,Standard|Post Shipping (D4169),Strong,44.44,
Cap / RNS displacement,3671,0.16,4,,1ml,Standard|Post Shipping (D4169),Strong,25,
Cap / RNS displacement,3672,0.15,4,,1ml,Standard|Post Shipping (D4169),Strong,26.67,
Cap / RNS displacement,3673,-0.04,4,,1ml,Standard|Post Shipping (D4169),Strong,-100,
Cap / RNS displacement,3674,0.09,4,,1ml,Standard|Post Shipping (D4169),Strong,44.44,
Cap / RNS displacement,3675,0.06,4,,2.25ml,Standard|Post Shipping (D4169),Strong,66.67,
Cap / RNS displacement,3676,0.16,4,,2.25ml,Standard|Post Shipping (D4169),Strong,25,
Cap / RNS displacement,3677,0.15,4,,2.25ml,Standard|Post Shipping (D4169),Strong,26.67,
Cap / RNS displacement,3678,0.04,4,,2.25ml,Standard|Post Shipping (D4169),Strong,100,
Cap / RNS displacement,3679,0.14,4,,2.25ml,Standard|Post Shipping (D4169),Strong,28.57,
Cap / RNS displacement,3680,0.17,4,,2.25ml,Standard|Post Shipping (D4169),Strong,23.53,
Cap / RNS displacement,3681,0.16,4,,2.25ml,Standard|Post Shipping (D4169),Strong,25,
Cap / RNS displacement,3682,0.2,4,,2.25ml,Standard|Post Shipping (D4169),Strong,20,
Cap / RNS displacement,3683,0.11,4,,2.25ml,Standard|Post Shipping (D4169),Strong,36.36,
Cap / RNS displacement,3684,0.22,4,,2.25ml,Standard|Post Shipping (D4169),Strong,18.18,
Cap / RNS displacement,3685,0.16,4,,2.25ml,Standard|Post Shipping (D4169),Strong,25,
Cap / RNS displacement,3686,0.11,4,,2.25ml,Standard|Post Shipping (D4169),Strong,36.36,
Cap / RNS displacement,3687,0.19,4,,2.25ml,Standard|Post Shipping (D4169),Strong,21.05,
Cap / RNS displacement,3688,0.14,4,,2.25ml,Standard|Post Shipping (D4169),Strong,28.57,
Cap / RNS displacement,3689,0.27,4,,2.25ml,Standard|Post Shipping (D4169),Strong,14.81,
Cap / RNS displacement,3690,0.17,4,,2.25ml,Standard|Post Shipping (D4169),Strong,23.53,
Cap / RNS displacement,3691,-0.07,4,,2.25ml,Standard|Post Shipping (D4169),Strong,-57.14,
Cap / RNS displacement,3692,0.1,4,,2.25ml,Standard|Post Shipping (D4169),Strong,40,
Cap / RNS displacement,3693,0.15,4,,2.25ml,Standard|Post Shipping (D4169),Strong,26.67,
Cap / RNS displacement,3694,0.09,4,,2.25ml,Standard|Post Shipping (D4169),Strong,44.44,
Cap / RNS displacement,3695,0.15,4,,2.25ml,Standard|Post Shipping (D4169),Strong,26.67,
Cap / RNS displacement,3696,0.1,4,,2.25ml,Standard|Post Shipping (D4169),Strong,40,
Cap / RNS displacement,3697,0.16,4,,2.25ml,Standard|Post Shipping (D4169),Strong,25,
Cap / RNS displacement,3698,0.14,4,,2.25ml,Standard|Post Shipping (D4169),Strong,28.57,
Cap / RNS displacement,3699,0.16,4,,2.25ml,Standard|Post Shipping (D4169),Strong,25,
Cap / RNS displacement,3700,0.23,4,,2.25ml,Standard|Post Shipping (D4169),Strong,17.39,
Cap / RNS displacement,3701,0.15,4,,2.25ml,Standard|Post Shipping (D4169),Strong,26.67,
Cap / RNS displacement,3702,0.23,4,,2.25ml,Standard|Post Shipping (D4169),Strong,17.39,
Cap / RNS displacement,3703,0.12,4,,2.25ml,Standard|Post Shipping (D4169),Strong,33.33,
Cap / RNS displacement,3704,0.22,4,,2.25ml,Standard|Post Shipping (D4169),Strong,18.18,
Cap / RNS displacement,3705,0.13,4,,2.25ml,Standard|Post Shipping (D4169),Strong,30.77,
Cap / RNS displacement,3706,0.18,4,,2.25ml,Standard|Post Shipping (D4169),Strong,22.22,
Cap / RNS displacement,3707,0.18,4,,2.25ml,Standard|Post Shipping (D4169),Strong,22.22,
Cap / RNS displacement,3708,0.24,4,,2.25ml,Standard|Post Shipping (D4169),Strong,16.67,
Cap / RNS displacement,3709,0.17,4,,2.25ml,Standard|Post Shipping (D4169),Strong,23.53,
Cap / RNS displacement,3710,0.22,4,,2.25ml,Standard|Post Shipping (D4169),Strong,18.18,
Cap / RNS displacement,3711,0.19,4,,2.25ml,Standard|Post Shipping (D4169),Strong,21.05,
Cap / RNS displacement,3712,0.11,4,,2.25ml,Standard|Post Shipping (D4169),Strong,36.36,
Cap / RNS displacement,3713,0.26,4,,2.25ml,Standard|Post Shipping (D4169),Strong,15.38,
Cap / RNS displacement,3714,0.25,4,,2.25ml,Standard|Post Shipping (D4169),Strong,16,
Cap / RNS displacement,3715,0.22,4,,2.25ml,Standard|Post Shipping (D4169),Strong,18.18,
Cap / RNS displacement,3716,0.19,4,,2.25ml,Standard|Post Shipping (D4169),Strong,21.05,
Cap / RNS displacement,3717,0.19,4,,2.25ml,Standard|Post Shipping (D4169),Strong,21.05,
Cap / RNS displacement,3718,0.16,4,,2.25ml,Standard|Post Shipping (D4169),Strong,25,
Cap / RNS displacement,3719,0.14,4,,2.25ml,Standard|Post Shipping (D4169),Strong,28.57,
Cap / RNS displacement,3720,0.15,4,,2.25ml,Standard|Post Shipping (D4169),Strong,26.67,
Cap / RNS displacement,3721,0.17,4,,2.25ml,Standard|Post Shipping (D4169),Strong,23.53,
Cap / RNS displacement,3722,0.15,4,,2.25ml,Standard|Post Shipping (D4169),Strong,26.67,
Cap / RNS displacement,3723,0.18,4,,2.25ml,Standard|Post Shipping (D4169),Strong,22.22,
Cap / RNS displacement,3724,0.09,4,,2.25ml,Standard|Post Shipping (D4169),Strong,44.44,
Cap / RNS displacement,3725,0.16,4,,2.25ml,Standard|Post Shipping (D4169),Strong,25,
Cap / RNS displacement,3726,0.25,4,,2.25ml,Standard|Post Shipping (D4169),Strong,16,
Cap / RNS displacement,3727,0.26,4,,2.25ml,Standard|Post Shipping (D4169),Strong,15.38,
Cap / RNS displacement,3728,0.23,4,,2.25ml,Standard|Post Shipping (D4169),Strong,17.39,
Cap / RNS displacement,3729,0.27,4,,2.25ml,Standard|Post Shipping (D4169),Strong,14.81,
Cap / RNS displacement,3730,0.13,4,,2.25ml,Standard|Post Shipping (D4169),Strong,30.77,
Cap / RNS displacement,3731,0.27,4,,2.25ml,Standard|Post Shipping (D4169),Strong,14.81,
Cap / RNS displacement,3732,0.11,4,,2.25ml,Standard|Post Shipping (D4169),Strong,36.36,
Cap / RNS displacement,3733,0.13,4,,2.25ml,Standard|Post Shipping (D4169),Strong,30.77,
Cap / RNS displacement,3734,0.07,4,,2.25ml,Standard|Post Shipping (D4169),Strong,57.14,
Cap / RNS displacement,3735,0.12,4,,1ml,Standard|Post Shipping (D7386),Strong,33.33,
Cap / RNS displacement,3736,1.31,4,,1ml,Standard|Post Shipping (D7386),Strong,3.05,
Cap / RNS displacement,3737,1.16,4,,1ml,Standard|Post Shipping (D7386),Strong,3.45,
Cap / RNS displacement,3738,1.28,4,,1ml,Standard|Post Shipping (D7386),Strong,3.13,
Cap / RNS displacement,3739,1.32,4,,1ml,Standard|Post Shipping (D7386),Strong,3.03,
Cap / RNS displacement,3740,1.14,4,,1ml,Standard|Post Shipping (D7386),Strong,3.51,
Cap / RNS displacement,3741,1.14,4,,1ml,Standard|Post Shipping (D7386),Strong,3.51,
Cap / RNS displacement,3742,1.07,4,,1ml,Standard|Post Shipping (D7386),Strong,3.74,
Cap / RNS displacement,3743,1.17,4,,1ml,Standard|Post Shipping (D7386),Strong,3.42,
Cap / RNS displacement,3744,1.09,4,,1ml,Standard|Post Shipping (D7386),Strong,3.67,
Cap / RNS displacement,3745,1.18,4,,1ml,Standard|Post Shipping (D7386),Strong,3.39,
Cap / RNS displacement,3746,1.26,4,,1ml,Standard|Post Shipping (D7386),Strong,3.17,
Cap / RNS displacement,3747,1.18,4,,1ml,Standard|Post Shipping (D7386),Strong,3.39,
Cap / RNS displacement,3748,0.21,4,,1ml,Standard|Post Shipping (D7386),Strong,19.05,
Cap / RNS displacement,3749,0.2,4,,1ml,Standard|Post Shipping (D7386),Strong,20,
Cap / RNS displacement,3750,0.07,4,,1ml,Standard|Post Shipping (D7386),Strong,57.14,
Cap / RNS displacement,3751,0.27,4,,1ml,Standard|Post Shipping (D7386),Strong,14.81,
Cap / RNS displacement,3752,0.21,4,,1ml,Standard|Post Shipping (D7386),Strong,19.05,
Cap / RNS displacement,3753,0.1,4,,1ml,Standard|Post Shipping (D7386),Strong,40,
Cap / RNS displacement,3754,0.01,4,,1ml,Standard|Post Shipping (D7386),Strong,400,
Cap / RNS displacement,3755,0.17,4,,1ml,Standard|Post Shipping (D7386),Strong,23.53,
Cap / RNS displacement,3756,0.21,4,,1ml,Standard|Post Shipping (D7386),Strong,19.05,
Cap / RNS displacement,3757,0.11,4,,1ml,Standard|Post Shipping (D7386),Strong,36.36,
Cap / RNS displacement,3758,0.27,4,,1ml,Standard|Post Shipping (D7386),Strong,14.81,
Cap / RNS displacement,3759,0.34,4,,1ml,Standard|Post Shipping (D7386),Strong,11.76,
Cap / RNS displacement,3760,0.14,4,,1ml,Standard|Post Shipping (D7386),Strong,28.57,
Cap / RNS displacement,3761,0.34,4,,1ml,Standard|Post Shipping (D7386),Strong,11.76,
Cap / RNS displacement,3762,0.36,4,,1ml,Standard|Post Shipping (D7386),Strong,11.11,
Cap / RNS displacement,3763,0.33,4,,1ml,Standard|Post Shipping (D7386),Strong,12.12,
Cap / RNS displacement,3764,0.24,4,,1ml,Standard|Post Shipping (D7386),Strong,16.67,
Cap / RNS displacement,3765,0.32,4,,1ml,Standard|Post Shipping (D7386),Strong,12.5,
Cap / RNS displacement,3766,0.26,4,,1ml,Standard|Post Shipping (D7386),Strong,15.38,
Cap / RNS displacement,3767,0.21,4,,1ml,Standard|Post Shipping (D7386),Strong,19.05,
Cap / RNS displacement,3768,0.08,4,,1ml,Standard|Post Shipping (D7386),Strong,50,
Cap / RNS displacement,3769,0.09,4,,1ml,Standard|Post Shipping (D7386),Strong,44.44,
Cap / RNS displacement,3770,0.13,4,,1ml,Standard|Post Shipping (D7386),Strong,30.77,
Cap / RNS displacement,3771,0.1,4,,1ml,Standard|Post Shipping (D7386),Strong,40,
Cap / RNS displacement,3772,0.11,4,,1ml,Standard|Post Shipping (D7386),Strong,36.36,
Cap / RNS displacement,3773,0.09,4,,1ml,Standard|Post Shipping (D7386),Strong,44.44,
Cap / RNS displacement,3774,0.11,4,,1ml,Standard|Post Shipping (D7386),Strong,36.36,
Cap / RNS displacement,3775,0.21,4,,1ml,Standard|Post Shipping (D7386),Strong,19.05,
Cap / RNS displacement,3776,0.28,4,,1ml,Standard|Post Shipping (D7386),Strong,14.29,
Cap / RNS displacement,3777,0.09,4,,1ml,Standard|Post Shipping (D7386),Strong,44.44,
Cap / RNS displacement,3778,0.29,4,,1ml,Standard|Post Shipping (D7386),Strong,13.79,
Cap / RNS displacement,3779,0.21,4,,1ml,Standard|Post Shipping (D7386),Strong,19.05,
Cap / RNS displacement,3780,0.76,4,,1ml,Standard|Post Shipping (D7386),Strong,5.26,
Cap / RNS displacement,3781,0.11,4,,1ml,Standard|Post Shipping (D7386),Strong,36.36,
Cap / RNS displacement,3782,0.18,4,,1ml,Standard|Post Shipping (D7386),Strong,22.22,
Cap / RNS displacement,3783,0.15,4,,1ml,Standard|Post Shipping (D7386),Strong,26.67,
Cap / RNS displacement,3784,0.15,4,,1ml,Standard|Post Shipping (D7386),Strong,26.67,
Cap / RNS displacement,3785,0.14,4,,1ml,Standard|Post Shipping (D7386),Strong,28.57,
Cap / RNS displacement,3786,0.12,4,,1ml,Standard|Post Shipping (D7386),Strong,33.33,
Cap / RNS displacement,3787,0.11,4,,1ml,Standard|Post Shipping (D7386),Strong,36.36,
Cap / RNS displacement,3788,0.18,4,,1ml,Standard|Post Shipping (D7386),Strong,22.22,
Cap / RNS displacement,3789,0.26,4,,1ml,Standard|Post Shipping (D7386),Strong,15.38,
Cap / RNS displacement,3790,0.02,4,,1ml,Standard|Post Shipping (D7386),Strong,200,
Cap / RNS displacement,3791,0.05,4,,1ml,Standard|Post Shipping (D7386),Strong,80,
Cap / RNS displacement,3792,0.27,4,,1ml,Standard|Post Shipping (D7386),Strong,14.81,
Cap / RNS displacement,3793,0.01,4,,1ml,Standard|Post Shipping (D7386),Strong,400,
Cap / RNS displacement,3794,0.11,4,,1ml,Standard|Post Shipping (D7386),Strong,36.36,
Rearward movement,3879,1.57,2.5,0.8,1ml,Standard,weak,0.4529,
Rearward movement,3880,1.727,2.5,0.8,1ml,Standard,weak,0.5453,
Rearward movement,3881,1.896,2.5,0.8,1ml,Standard,weak,0.6447,
Rearward movement,3882,1.814,2.5,0.8,1ml,Standard,weak,0.5965,
Rearward movement,3883,1.807,2.5,0.8,1ml,Standard,weak,0.5924,
Rearward movement,3884,1.783,2.5,0.8,1ml,Standard,weak,0.5782,
Rearward movement,3885,1.913,2.5,0.8,1ml,Standard,weak,0.6547,
Rearward movement,3886,1.773,2.5,0.8,1ml,Standard,weak,0.5724,
Rearward movement,3887,1.781,2.5,0.8,1ml,Standard,weak,0.5771,
