Curve,Extension,Force
6,8.47,4.1
6,8.46,4.05
6,8.45,4.05
6,8.44,4
6,8.43,4
6,8.42,4
6,8.41,3.95
6,8.4,3.9
6,8.39,3.9
6,8.38,3.9
6,8.37,3.9
6,8.36,3.9
6,8.35,3.9
6,8.34,3.9
6,8.33,3.9
6,8.32,3.9
6,8.31,3.9
6,8.3,3.9
6,8.29,3.85
6,8.28,3.9
6,8.27,3.9
6,8.26,3.9
6,8.25,3.9
6,8.24,3.9
6,8.23,3.9
6,8.22,3.9
6,8.21,3.9
6,8.2,3.85
6,8.19,3.85
6,8.18,3.85
6,8.17,3.85
6,8.16,3.85
6,8.15,3.85
6,8.14,3.85
6,8.13,3.85
6,8.12,3.85
6,8.11,3.85
6,8.1,3.85
6,8.09,3.85
6,8.08,3.85
6,8.07,3.85
6,8.06,3.85
6,8.05,3.85
6,8.04,3.85
6,8.03,3.85
6,8.02,3.85
6,8.01,3.85
6,8,3.85
6,7.99,3.85
6,7.98,3.85
6,7.97,3.85
6,7.96,3.85
6,7.95,3.85
6,7.94,3.8
6,7.93,3.85
6,7.92,3.85
6,7.91,3.85
6,7.9,3.8
6,7.89,3.8
6,7.88,3.85
6,7.87,3.85
6,7.86,3.85
6,7.85,3.85
6,7.84,3.85
6,7.83,3.85
6,7.82,3.85
6,7.81,3.85
6,7.8,3.85
6,7.79,3.85
6,7.78,3.85
6,7.77,3.85
6,7.76,3.85
6,7.75,3.85
6,7.74,3.85
6,7.73,3.85
6,7.72,3.85
6,7.71,3.85
6,7.7,3.85
6,7.69,3.85
6,7.68,3.85
6,7.67,3.85
6,7.66,3.85
6,7.65,3.85
6,7.64,3.85
6,7.63,3.85
6,7.62,3.85
6,7.61,3.85
6,7.6,3.85
6,7.59,3.8
6,7.58,3.85
6,7.57,3.8
6,7.56,3.85
6,7.55,3.85
6,7.54,3.85
6,7.53,3.85
6,7.52,3.85
6,7.51,3.85
6,7.5,3.8
6,7.49,3.8
6,7.48,3.85
6,7.47,3.85
6,7.46,3.85
6,7.45,3.8
6,7.44,3.8
6,7.43,3.8
6,7.42,3.85
6,7.41,3.85
6,7.4,3.85
6,7.39,3.8
6,7.38,3.8
6,7.37,3.8
6,7.36,3.8
6,7.35,3.8
6,7.34,3.8
6,7.33,3.8
6,7.32,3.8
6,7.31,3.8
6,7.3,3.8
6,7.29,3.8
6,7.28,3.8
6,7.27,3.8
6,7.26,3.8
6,7.25,3.8
6,7.24,3.8
6,7.23,3.8
6,7.22,3.8
6,7.21,3.8
6,7.2,3.8
6,7.19,3.8
6,7.18,3.8
6,7.17,3.8
6,7.16,3.8
6,7.15,3.8
6,7.14,3.8
6,7.13,3.8
6,7.12,3.8
6,7.11,3.8
6,7.1,3.8
6,7.09,3.8
6,7.08,3.8
6,7.07,3.75
6,7.06,3.75
6,7.05,3.75
6,7.04,3.8
6,7.03,3.8
6,7.02,3.8
6,7.01,3.8
6,7,3.8
6,6.99,3.8
6,6.98,3.8
6,6.97,3.75
6,6.96,3.75
6,6.95,3.8
6,6.94,3.8
6,6.93,3.8
6,6.92,3.75
6,6.91,3.75
6,6.9,3.75
6,6.89,3.75
6,6.88,3.75
6,6.87,3.75
6,6.86,3.75
6,6.85,3.75
6,6.84,3.75
6,6.83,3.75
6,6.82,3.75
6,6.81,3.75
6,6.8,3.75
6,6.79,3.7
6,6.78,3.7
6,6.77,3.7
6,6.76,3.75
6,6.75,3.75
6,6.74,3.7
6,6.73,3.7
6,6.72,3.75
6,6.71,3.75
6,6.7,3.7
6,6.69,3.7
6,6.68,3.6
6,6.67,3.5
6,6.66,3.5
6,6.65,3.4
6,6.64,3.3
6,6.63,3.3
6,6.62,3.2
6,6.61,3.15
6,6.6,3.15
6,6.59,3
6,6.58,3
6,6.57,2.95
6,6.56,2.9
6,6.55,2.9
6,6.54,2.8
6,6.53,2.8
6,6.52,2.8
6,6.51,2.75
6,6.5,2.7
6,6.49,2.7
6,6.48,2.65
6,6.47,2.65
6,6.46,2.6
6,6.45,2.55
6,6.44,2.55
6,6.43,2.5
6,6.42,2.5
6,6.41,2.45
6,6.4,2.45
6,6.39,2.4
6,6.38,2.4
6,6.37,2.35
6,6.36,2.3
6,6.35,2.3
6,6.34,2.3
6,6.33,2.3
6,6.32,2.3
6,6.31,2.25
6,6.3,2.2
6,6.29,2.2
6,6.28,2.25
6,6.27,2.2
6,6.26,2.2
6,6.25,2.15
6,6.24,2.15
6,6.23,2.15
6,6.22,2.15
6,6.21,2.1
6,6.2,2.05
6,6.19,2.05
6,6.18,2.05
6,6.17,2
6,6.16,2
6,6.15,1.95
6,6.14,1.95
6,6.13,1.95
6,6.12,1.9
6,6.11,1.9
6,6.1,1.85
6,6.09,1.85
6,6.08,1.8
6,6.07,1.8
6,6.06,1.8
6,6.05,1.8
6,6.04,1.8
6,6.03,1.8
6,6.02,1.75
6,6.01,1.75
6,6,1.8
6,5.99,1.75
6,5.98,1.75
6,5.97,1.7
6,5.96,1.7
6,5.95,1.65
6,5.94,1.65
6,5.93,1.65
6,5.92,1.7
6,5.91,1.65
6,5.9,1.65
6,5.89,1.65
6,5.88,1.65
6,5.87,1.65
6,5.86,1.65
6,5.85,1.65
6,5.84,1.65
6,5.83,1.65
6,5.82,1.65
6,5.81,1.65
6,5.8,1.65
6,5.79,1.7
6,5.78,1.7
6,5.77,1.75
6,5.76,1.85
6,5.75,1.85
6,5.74,1.95
6,5.73,1.95
6,5.72,2
6,5.71,2.1
6,5.7,2.2
6,5.69,2.25
6,5.68,2.35
6,5.67,2.4
6,5.66,2.5
6,5.65,2.55
6,5.64,2.6
6,5.63,2.7
6,5.62,2.75
6,5.61,2.8
6,5.6,2.85
6,5.59,2.9
6,5.58,3
6,5.57,3
6,5.56,3
6,5.55,3
6,5.54,3.05
6,5.53,3.05
6,5.52,3.1
6,5.51,3.1
6,5.5,3.1
6,5.49,3.1
6,5.48,3.1
6,5.47,3.15
6,5.46,3.15
6,5.45,3.15
6,5.44,3.1
6,5.43,3.1
6,5.42,3.1
6,5.41,3.1
6,5.4,3.1
6,5.39,3.1
6,5.38,3.1
6,5.37,3.1
6,5.36,3.1
6,5.35,3.1
6,5.34,3.1
6,5.33,3.15
6,5.32,3.15
6,5.31,3.2
6,5.3,3.2
6,5.29,3.2
6,5.28,3.25
6,5.27,3.2
6,5.26,3.2
6,5.25,3.2
6,5.24,3.2
6,5.23,3.2
6,5.22,3.2
6,5.21,3.2
6,5.2,3.2
6,5.19,3.2
6,5.18,3.2
6,5.17,3.2
6,5.16,3.2
6,5.15,3.25
6,5.14,3.2
6,5.13,3.2
6,5.12,3.2
6,5.11,3.25
6,5.1,3.25
6,5.09,3.25
6,5.08,3.25
6,5.07,3.25
6,5.06,3.3
6,5.05,3.3
6,5.04,3.3
6,5.03,3.3
6,5.02,3.3
6,5.01,3.3
6,5,3.3
6,4.99,3.3
6,4.98,3.3
6,4.97,3.3
6,4.96,3.3
6,4.95,3.3
6,4.94,3.3
6,4.93,3.3
6,4.92,3.3
6,4.91,3.3
6,4.9,3.3
6,4.89,3.3
6,4.88,3.3
6,4.87,3.3
6,4.86,3.3
6,4.85,3.3
6,4.84,3.3
6,4.83,3.3
6,4.82,3.3
6,4.81,3.3
6,4.8,3.3
6,4.79,3.3
6,4.78,3.3
6,4.77,3.3
6,4.76,3.3
6,4.75,3.3
6,4.74,3.35
6,4.73,3.35
6,4.72,3.35
6,4.71,3.35
6,4.7,3.35
6,4.69,3.35
6,4.68,3.35
6,4.67,3.35
6,4.66,3.35
6,4.65,3.35
6,4.64,3.35
6,4.63,3.35
6,4.62,3.35
6,4.61,3.35
6,4.6,3.35
6,4.59,3.35
6,4.58,3.35
6,4.57,3.35
6,4.56,3.35
6,4.55,3.35
6,4.54,3.35
6,4.53,3.35
6,4.52,3.35
6,4.51,3.35
6,4.5,3.35
6,4.49,3.35
6,4.48,3.35
6,4.47,3.35
6,4.46,3.35
6,4.45,3.4
6,4.44,3.4
6,4.43,3.35
6,4.42,3.4
6,4.41,3.4
6,4.4,3.4
6,4.39,3.35
6,4.38,3.35
6,4.37,3.35
6,4.36,3.35
6,4.35,3.4
6,4.34,3.35
6,4.33,3.35
6,4.32,3.35
6,4.31,3.35
6,4.3,3.35
6,4.29,3.4
6,4.28,3.4
6,4.27,3.35
6,4.26,3.35
6,4.25,3.35
6,4.24,3.35
6,4.23,3.35
6,4.22,3.35
6,4.21,3.35
6,4.2,3.35
6,4.19,3.35
6,4.18,3.3
6,4.17,3.35
6,4.16,3.35
6,4.15,3.35
6,4.14,3.35
6,4.13,3.35
6,4.12,3.35
6,4.11,3.3
6,4.1,3.35
6,4.09,3.35
6,4.08,3.3
6,4.07,3.3
6,4.06,3.3
6,4.05,3.3
6,4.04,3.3
6,4.03,3.3
6,4.02,3.3
6,4.01,3.3
6,4,3.3
6,3.99,3.3
6,3.98,3.3
6,3.97,3.3
6,3.96,3.3
6,3.95,3.3
6,3.94,3.3
6,3.93,3.3
6,3.92,3.3
6,3.91,3.3
6,3.9,3.3
6,3.89,3.25
6,3.88,3.25
6,3.87,3.3
6,3.86,3.3
6,3.85,3.3
6,3.84,3.25
6,3.83,3.3
6,3.82,3.3
6,3.81,3.3
6,3.8,3.3
6,3.79,3.3
6,3.78,3.25
6,3.77,3.25
6,3.76,3.3
6,3.75,3.3
6,3.74,3.3
6,3.73,3.3
6,3.72,3.3
6,3.71,3.3
6,3.7,3.3
6,3.69,3.3
6,3.68,3.3
6,3.67,3.3
6,3.66,3.3
6,3.65,3.3
6,3.64,3.3
6,3.63,3.3
6,3.62,3.3
6,3.61,3.3
6,3.6,3.3
6,3.59,3.3
6,3.58,3.3
6,3.57,3.3
6,3.56,3.3
6,3.55,3.3
6,3.54,3.3
6,3.53,3.3
6,3.52,3.3
6,3.51,3.3
6,3.5,3.25
6,3.49,3.3
6,3.48,3.3
6,3.47,3.25
6,3.46,3.3
6,3.45,3.3
6,3.44,3.3
6,3.43,3.3
6,3.42,3.25
6,3.41,3.3
6,3.4,3.3
6,3.39,3.3
6,3.38,3.3
6,3.37,3.3
6,3.36,3.3
6,3.35,3.3
6,3.34,3.3
6,3.33,3.3
6,3.32,3.3
6,3.31,3.3
6,3.3,3.25
6,3.29,3.25
6,3.28,3.25
6,3.27,3.3
6,3.26,3.3
6,3.25,3.3
6,3.24,3.3
6,3.23,3.3
6,3.22,3.3
6,3.21,3.3
6,3.2,3.3
6,3.19,3.3
6,3.18,3.3
6,3.17,3.3
6,3.16,3.3
6,3.15,3.3
6,3.14,3.3
6,3.13,3.3
6,3.12,3.3
6,3.11,3.3
6,3.1,3.3
6,3.09,3.3
6,3.08,3.25
6,3.07,3.25
6,3.06,3.25
6,3.05,3.25
6,3.04,3.25
6,3.03,3.25
6,3.02,3.25
6,3.01,3.25
6,3,3.25
6,2.99,3.25
6,2.98,3.25
6,2.97,3.2
6,2.96,3.2
6,2.95,3.2
6,2.94,3.2
6,2.93,3.2
6,2.92,3.2
6,2.91,3.25
6,2.9,3.2
6,2.89,3.2
6,2.88,3.15
6,2.87,3.15
6,2.86,3.15
6,2.85,3.15
6,2.84,3.2
6,2.83,3.2
6,2.82,3.15
6,2.81,3.15
6,2.8,3.15
6,2.79,3.15
6,2.78,3.2
6,2.77,3.2
6,2.76,3.2
6,2.75,3.15
6,2.74,3.15
6,2.73,3.15
6,2.72,3.1
6,2.71,3.1
6,2.7,3.1
6,2.69,3.1
6,2.68,3.1
6,2.67,3.1
6,2.66,3.1
6,2.65,3.1
6,2.64,3.1
6,2.63,3.05
6,2.62,3.05
6,2.61,3.05
6,2.6,3.05
6,2.59,3.05
6,2.58,3.05
6,2.57,3
6,2.56,2.95
6,2.55,2.95
6,2.54,2.95
6,2.53,2.95
6,2.52,2.95
6,2.51,2.9
6,2.5,2.9
6,2.49,2.85
6,2.48,2.8
6,2.47,2.8
6,2.46,2.8
6,2.45,2.8
6,2.44,2.8
6,2.43,2.8
6,2.42,2.8
6,2.41,2.8
6,2.4,2.8
6,2.39,2.8
6,2.38,2.8
6,2.37,2.8
6,2.36,2.8
6,2.35,2.8
6,2.34,2.8
6,2.33,2.8
6,2.32,2.75
6,2.31,2.75
6,2.3,2.75
6,2.29,2.8
6,2.28,2.75
6,2.27,2.75
6,2.26,2.75
6,2.25,2.75
6,2.24,2.75
6,2.23,2.75
6,2.22,2.75
6,2.21,2.75
6,2.2,2.75
6,2.19,2.75
6,2.18,2.8
6,2.17,2.8
6,2.16,2.8
6,2.15,2.8
6,2.14,2.75
6,2.13,2.75
6,2.12,2.75
6,2.11,2.75
6,2.1,2.7
6,2.09,2.7
6,2.08,2.7
6,2.07,2.75
6,2.06,2.75
6,2.05,2.75
6,2.04,2.7
6,2.03,2.7
6,2.02,2.7
6,2.01,2.7
6,2,2.75
6,1.99,2.75
6,1.98,2.75
6,1.97,2.75
6,1.96,2.75
6,1.95,2.7
6,1.94,2.75
6,1.93,2.75
6,1.92,2.75
6,1.91,2.75
6,1.9,2.75
6,1.89,2.75
6,1.88,2.7
6,1.87,2.7
6,1.86,2.75
6,1.85,2.7
6,1.84,2.7
6,1.83,2.7
6,1.82,2.7
6,1.81,2.75
6,1.8,2.75
6,1.79,2.7
6,1.78,2.7
6,1.77,2.75
6,1.76,2.75
6,1.75,2.7
6,1.74,2.7
6,1.73,2.7
6,1.72,2.7
6,1.71,2.7
6,1.7,2.7
6,1.69,2.7
6,1.68,2.7
6,1.67,2.7
6,1.66,2.7
6,1.65,2.7
6,1.64,2.7
6,1.63,2.7
6,1.62,2.7
6,1.61,2.7
6,1.6,2.7
6,1.59,2.7
6,1.58,2.7
6,1.57,2.7
6,1.56,2.7
6,1.55,2.65
6,1.54,2.65
6,1.53,2.65
6,1.52,2.7
6,1.51,2.7
6,1.5,2.7
6,1.49,2.7
6,1.48,2.7
6,1.47,2.65
6,1.46,2.7
6,1.45,2.7
6,1.44,2.7
6,1.43,2.7
6,1.42,2.7
6,1.41,2.7
6,1.4,2.7
6,1.39,2.65
6,1.38,2.65
6,1.37,2.65
6,1.36,2.65
6,1.35,2.65
6,1.34,2.65
6,1.33,2.65
6,1.32,2.6
6,1.31,2.65
6,1.3,2.65
6,1.29,2.65
6,1.28,2.65
6,1.27,2.6
6,1.26,2.65
6,1.25,2.65
6,1.24,2.65
6,1.23,2.65
6,1.22,2.65
6,1.21,2.6
6,1.2,2.6
6,1.19,2.6
6,1.18,2.6
6,1.17,2.6
6,1.16,2.6
6,1.15,2.6
6,1.14,2.6
6,1.13,2.6
6,1.12,2.6
6,1.11,2.6
6,1.1,2.6
6,1.09,2.6
6,1.08,2.6
6,1.07,2.6
6,1.06,2.6
6,1.05,2.6
6,1.04,2.6
6,1.03,2.65
6,1.02,2.6
6,1.01,2.6
6,1,2.6
6,0.99,2.6
6,0.98,2.6
6,0.97,2.6
6,0.96,2.6
6,0.95,2.6
6,0.94,2.6
6,0.93,2.6
6,0.92,2.6
6,0.91,2.6
6,0.9,2.6
6,0.89,2.6
6,0.88,2.6
6,0.87,2.6
6,0.86,2.6
6,0.85,2.6
6,0.84,2.6
6,0.83,2.6
6,0.82,2.55
6,0.81,2.55
6,0.8,2.55
6,0.79,2.55
6,0.78,2.55
6,0.77,2.55
6,0.76,2.55
6,0.75,2.6
6,0.74,2.6
6,0.73,2.6
6,0.72,2.6
6,0.71,2.55
6,0.7,2.6
6,0.69,2.6
6,0.68,2.6
6,0.67,2.55
6,0.66,2.55
6,0.65,2.55
6,0.64,2.55
6,0.63,2.55
6,0.62,2.55
6,0.61,2.55
6,0.6,2.55
6,0.59,2.55
6,0.58,2.55
6,0.57,2.6
6,0.56,2.55
6,0.55,2.55
6,0.54,2.55
6,0.53,2.5
6,0.52,2.5
6,0.51,2.5
6,0.5,2.55
6,0.49,2.55
6,0.48,2.5
6,0.47,2.5
6,0.46,2.5
6,0.45,2.5
6,0.44,2.5
6,0.43,2.5
6,0.42,2.5
6,0.41,2.5
6,0.4,2.5
6,0.39,2.5
6,0.38,2.5
6,0.37,2.5
6,0.36,2.5
6,0.35,2.5
6,0.34,2.5
6,0.33,2.5
6,0.32,2.5
6,0.31,2.55
6,0.3,2.55
6,0.29,2.5
6,0.28,2.5
6,0.27,2.5
6,0.26,2.5
6,0.25,2.45
6,0.24,2.45
6,0.23,2.45
6,0.22,2.45
6,0.21,2.45
6,0.2,2.5
6,0.19,2.5
6,0.18,2.5
6,0.17,2.5
6,0.16,2.45
6,0.15,2.45
6,0.14,2.5
6,0.13,2.5
6,0.12,2.45
6,0.11,2.45
6,0.1,2.5
6,0.09,2.5
6,0.08,2.45
6,0.07,2.45
6,0.06,2.4
6,0.05,2.4
6,0.04,2.45
6,0.03,2.4
6,0.02,2.4
6,0.01,2.4
6,0,0
7,0,0.3
7,0.01,0.3
7,0.02,0.3
7,0.03,0.3
7,0.04,0.3
7,0.05,0.3
7,0.06,0.3
7,0.07,0.3
7,0.08,0.3
7,0.09,0.3
7,0.1,0.3
7,0.11,0.3
7,0.12,0.3
7,0.13,0.3
7,0.14,0.35
7,0.15,0.3
7,0.16,0.3
7,0.17,0.3
7,0.18,0.3
7,0.19,0.3
7,0.2,0.3
7,0.21,0.3
7,0.22,0.3
7,0.23,0.35
7,0.24,0.3
7,0.25,0.3
7,0.26,0.3
7,0.27,0.3
7,0.28,0.3
7,0.29,0.3
7,0.3,0.3
7,0.31,0.3
7,0.32,0.3
7,0.33,0.3
7,0.34,0.3
7,0.35,0.3
7,0.36,0.3
7,0.37,0.3
7,0.38,0.3
7,0.39,0.3
7,0.4,0.3
7,0.41,0.3
7,0.42,0.3
7,0.43,0.3
7,0.44,0.3
7,0.45,0.3
7,0.46,0.3
7,0.47,0.3
7,0.48,0.55
7,0.49,0.85
7,0.5,1.2
7,0.51,1.3
7,0.52,1.4
7,0.53,1.6
7,0.54,1.65
7,0.55,1.8
7,0.56,1.95
7,0.57,2.05
7,0.58,2.25
7,0.59,2.35
7,0.6,2.4
7,0.61,2.55
7,0.62,2.6
7,0.63,2.6
7,0.64,2.6
7,0.65,2.6
7,0.66,2.6
7,0.67,2.6
7,0.68,2.6
7,0.69,2.6
7,0.7,2.6
7,0.71,2.6
7,0.72,2.65
7,0.73,2.65
7,0.74,2.6
7,0.75,2.6
7,0.76,2.6
7,0.77,2.65
7,0.78,2.65
7,0.79,2.65
7,0.8,2.65
7,0.81,2.65
7,0.82,2.65
7,0.83,2.65
7,0.84,2.65
7,0.85,2.65
7,0.86,2.65
7,0.87,2.65
7,0.88,2.65
7,0.89,2.65
7,0.9,2.65
7,0.91,2.65
7,0.92,2.65
7,0.93,2.65
7,0.94,2.7
7,0.95,2.65
7,0.96,2.65
7,0.97,2.65
7,0.98,2.65
7,0.99,2.6
7,1,2.65
7,1.01,2.65
7,1.02,2.65
7,1.03,2.65
7,1.04,2.7
7,1.05,2.7
7,1.06,2.65
7,1.07,2.7
7,1.08,2.7
7,1.09,2.7
7,1.1,2.65
7,1.11,2.7
7,1.12,2.7
7,1.13,2.7
7,1.14,2.65
7,1.15,2.65
7,1.16,2.65
7,1.17,2.7
7,1.18,2.7
7,1.19,2.7
7,1.2,2.7
7,1.21,2.7
7,1.22,2.75
7,1.23,2.7
7,1.24,2.7
7,1.25,2.7
7,1.26,2.7
7,1.27,2.7
7,1.28,2.7
7,1.29,2.75
7,1.3,2.7
7,1.31,2.7
7,1.32,2.7
7,1.33,2.7
7,1.34,2.7
7,1.35,2.7
7,1.36,2.7
7,1.37,2.7
7,1.38,2.75
7,1.39,2.75
7,1.4,2.75
7,1.41,2.7
7,1.42,2.7
7,1.43,2.7
7,1.44,2.75
7,1.45,2.75
7,1.46,2.75
7,1.47,2.75
7,1.48,2.75
7,1.49,2.8
7,1.5,2.8
7,1.51,2.8
7,1.52,2.75
7,1.53,2.75
7,1.54,2.75
7,1.55,2.75
7,1.56,2.75
7,1.57,2.75
7,1.58,2.75
7,1.59,2.7
7,1.6,2.75
7,1.61,2.75
7,1.62,2.7
7,1.63,2.75
7,1.64,2.8
7,1.65,2.8
7,1.66,2.8
7,1.67,2.75
7,1.68,2.75
7,1.69,2.8
7,1.7,2.75
7,1.71,2.8
7,1.72,2.8
7,1.73,2.8
7,1.74,2.8
7,1.75,2.8
7,1.76,2.85
7,1.77,2.85
7,1.78,2.8
7,1.79,2.8
7,1.8,2.8
7,1.81,2.8
7,1.82,2.8
7,1.83,2.8
7,1.84,2.8
7,1.85,2.8
7,1.86,2.8
7,1.87,2.8
7,1.88,2.8
7,1.89,2.8
7,1.9,2.8
7,1.91,2.8
7,1.92,2.8
7,1.93,2.8
7,1.94,2.85
7,1.95,2.8
7,1.96,2.8
7,1.97,2.85
7,1.98,2.8
7,1.99,2.8
7,2,2.8
7,2.01,2.85
7,2.02,2.85
7,2.03,2.85
7,2.04,2.85
7,2.05,2.8
7,2.06,2.85
7,2.07,2.85
7,2.08,2.9
7,2.09,2.9
7,2.1,2.85
7,2.11,2.85
7,2.12,2.85
7,2.13,2.9
7,2.14,2.85
7,2.15,2.9
7,2.16,2.9
7,2.17,2.9
7,2.18,2.9
7,2.19,2.9
7,2.2,2.9
7,2.21,2.9
7,2.22,2.85
7,2.23,2.9
7,2.24,2.9
7,2.25,2.9
7,2.26,2.9
7,2.27,2.9
7,2.28,2.9
7,2.29,2.9
7,2.3,2.85
7,2.31,2.85
7,2.32,2.9
7,2.33,2.9
7,2.34,2.95
7,2.35,2.9
7,2.36,2.9
7,2.37,2.9
7,2.38,2.95
7,2.39,3
7,2.4,3
7,2.41,3
7,2.42,3.05
7,2.43,3.15
7,2.44,3.2
7,2.45,3.3
7,2.46,3.5
7,2.47,3.6
7,2.48,3.85
7,2.49,4
7,2.5,4.15
7,2.51,4.2
7,2.52,4.35
7,2.53,4.4
7,2.54,4.65
7,2.55,4.75
7,2.56,4.9
7,2.57,4.9
7,2.58,5
7,2.59,5.4
7,2.6,5.6
7,2.61,6.05
7,2.62,6.25
7,2.63,6.45
7,2.64,6.85
7,2.65,7.1
7,2.66,7.35
7,2.67,7.6
7,2.68,7.75
7,2.69,8.1
7,2.7,8.35
7,2.71,8.6
7,2.72,9.1
7,2.73,9.3
7,2.74,9.55
7,2.75,9.9
7,2.76,10.1
7,2.77,10.3
7,2.78,10.6
7,2.79,10.7
7,2.8,11
7,2.81,11.35
7,2.82,11.7
7,2.83,11.85
7,2.84,12.15
7,2.85,12.25
7,2.86,12.35
7,2.87,12.4
7,2.88,12.45
7,2.89,12.6
7,2.9,12.6
7,2.91,12.7
7,2.92,12.8
7,2.93,12.85
7,2.94,12.75
7,2.95,12.75
7,2.96,12.7
7,2.97,12.7
7,2.98,12.55
7,2.99,12.3
7,3,12.05
7,3.01,12.1
7,3.02,12.3
7,3.03,12.4
7,3.04,12.65
7,3.05,12.8
7,3.06,12.9
7,3.07,12.9
7,3.08,12.95
7,3.09,13
7,3.1,13
7,3.11,13
7,3.12,12.85
7,3.13,12.7
7,3.14,12.35
7,3.15,12.2
7,3.16,12.1
7,3.17,12
7,3.18,12.05
7,3.19,12.05
7,3.2,12.05
7,3.21,10.15
7,3.22,5.9
7,3.23,4.1
7,3.24,4.45
7,3.25,4
7,3.26,4.05
7,3.27,4.2
7,3.28,4.35
7,3.29,4.4
7,3.3,4.4
7,3.31,4.3
7,3.32,4.35
7,3.33,4.35
7,3.34,4.4
7,3.35,4.4
7,3.36,4.45
7,3.37,4.4
7,3.38,4.4
7,3.39,4.4
7,3.4,4.45
7,3.41,4.45
7,3.42,4.45
7,3.43,4.45
7,3.44,4.45
7,3.45,4.45
7,3.46,4.45
7,3.47,4.45
7,3.48,4.45
7,3.49,4.45
7,3.5,4.45
7,3.51,4.45
7,3.52,4.5
7,3.53,4.5
7,3.54,4.5
7,3.55,4.5
7,3.56,4.5
7,3.57,4.5
7,3.58,4.5
7,3.59,4.5
7,3.6,4.5
7,3.61,4.5
7,3.62,4.5
7,3.63,4.5
7,3.64,4.5
7,3.65,4.5
7,3.66,4.5
7,3.67,4.5
7,3.68,4.55
7,3.69,4.5
7,3.7,4.5
7,3.71,4.5
7,3.72,4.55
7,3.73,4.55
7,3.74,4.6
7,3.75,4.55
7,3.76,4.6
7,3.77,4.6
7,3.78,4.6
7,3.79,4.55
7,3.8,4.6
7,3.81,4.6
7,3.82,4.6
7,3.83,4.6
7,3.84,4.6
7,3.85,4.6
7,3.86,4.6
7,3.87,4.6
7,3.88,4.6
7,3.89,4.6
7,3.9,4.65
7,3.91,4.65
7,3.92,4.7
7,3.93,4.7
7,3.94,4.7
7,3.95,4.65
7,3.96,4.65
7,3.97,4.65
7,3.98,4.7
7,3.99,4.7
7,4,4.65
7,4.01,4.7
7,4.02,4.7
7,4.03,4.7
7,4.04,4.75
7,4.05,4.7
7,4.06,4.7
7,4.07,4.7
7,4.08,4.75
7,4.09,4.75
7,4.1,4.75
7,4.11,4.75
7,4.12,4.8
7,4.13,4.75
7,4.14,4.75
7,4.15,4.75
7,4.16,4.8
7,4.17,4.8
7,4.18,4.75
7,4.19,4.75
7,4.2,4.8
7,4.21,4.8
7,4.22,4.8
7,4.23,4.8
7,4.24,4.9
7,4.25,4.9
7,4.26,4.9
7,4.27,4.85
7,4.28,4.85
7,4.29,4.9
7,4.3,4.85
7,4.31,4.85
7,4.32,4.85
7,4.33,4.85
7,4.34,4.9
7,4.35,4.9
7,4.36,4.9
7,4.37,4.9
7,4.38,4.85
7,4.39,4.85
7,4.4,4.9
7,4.41,4.9
7,4.42,4.95
7,4.43,4.9
7,4.44,4.9
7,4.45,4.9
7,4.46,4.9
7,4.47,4.9
7,4.48,4.9
7,4.49,4.9
7,4.5,4.9
7,4.51,4.9
7,4.52,4.9
7,4.53,4.9
7,4.54,4.9
7,4.55,4.9
7,4.56,4.9
7,4.57,4.9
7,4.58,4.9
7,4.59,4.9
7,4.6,4.9
7,4.61,4.9
7,4.62,4.9
7,4.63,4.85
7,4.64,4.85
7,4.65,4.9
7,4.66,4.9
7,4.67,4.9
7,4.68,4.9
7,4.69,4.9
7,4.7,4.9
7,4.71,4.9
7,4.72,4.9
7,4.73,4.9
7,4.74,4.9
7,4.75,4.9
7,4.76,4.9
7,4.77,4.9
7,4.78,4.9
7,4.79,4.9
7,4.8,4.9
7,4.81,4.9
7,4.82,4.9
7,4.83,4.9
7,4.84,4.9
7,4.85,4.9
7,4.86,4.85
7,4.87,4.85
7,4.88,4.85
7,4.89,4.9
7,4.9,4.9
7,4.91,4.9
7,4.92,4.9
7,4.93,4.9
7,4.94,4.9
7,4.95,4.85
7,4.96,4.85
7,4.97,4.85
7,4.98,4.85
7,4.99,4.85
7,5,4.8
7,5.01,4.8
7,5.02,4.85
7,5.03,4.85
7,5.04,4.8
7,5.05,4.8
7,5.06,4.8
7,5.07,4.8
7,5.08,4.8
7,5.09,4.8
7,5.1,4.75
7,5.11,4.75
7,5.12,4.75
7,5.13,4.75
7,5.14,4.75
7,5.15,4.75
7,5.16,4.7
7,5.17,4.7
7,5.18,4.7
7,5.19,4.7
7,5.2,4.7
7,5.21,4.7
7,5.22,4.75
7,5.23,4.7
7,5.24,4.7
7,5.25,4.7
7,5.26,4.7
7,5.27,4.7
7,5.28,4.7
7,5.29,4.7
7,5.3,4.7
7,5.31,4.75
7,5.32,4.7
7,5.33,4.7
7,5.34,4.7
7,5.35,4.7
7,5.36,4.7
7,5.37,4.7
7,5.38,4.7
7,5.39,4.7
7,5.4,4.65
7,5.41,4.65
7,5.42,4.65
7,5.43,4.65
7,5.44,4.6
7,5.45,4.6
7,5.46,4.65
7,5.47,4.6
7,5.48,4.6
7,5.49,4.6
7,5.5,4.6
7,5.51,4.65
7,5.52,4.6
7,5.53,4.6
7,5.54,4.55
7,5.55,4.55
7,5.56,4.55
7,5.57,4.5
