Test,result,spec lower,spec upper,range,to lower,to upper,% from lim,% from lim up,closest_to_spec
RNSR removal from Cap,194,35,,-35,159,-194,454.3,554.3,4.543
RNSR removal from Cap,169.6,35,,-35,134.6,-169.6,384.6,484.6,3.846
RNSR removal from Cap,199.4,35,,-35,164.4,-199.4,469.7,569.7,4.697
RNSR removal from Cap,180.2,35,,-35,145.2,-180.2,414.9,514.9,4.149
RNSR removal from Cap,207,35,,-35,172,-207,491.4,591.4,4.914
RNSR removal from Cap,181.8,35,,-35,146.8,-181.8,419.4,519.4,4.194
RNSR removal from Cap,197.4,35,,-35,162.4,-197.4,464,564,4.64
RNSR removal from Cap,177.8,35,,-35,142.8,-177.8,408,508,4.08
RNSR removal from Cap,193.2,35,,-35,158.2,-193.2,452,552,4.52
RNSR removal from Cap,206.3,35,,-35,171.3,-206.3,489.4,589.4,4.894
RNSR removal from Cap,178.4,35,,-35,143.4,-178.4,409.7,509.7,4.097
RNSR removal from Cap,202,35,,-35,167,-202,477.1,577.1,4.771
RNSR removal from Cap,110,35,,-35,75,-110,214.3,314.3,2.143
RNSR removal from Cap,152.2,35,,-35,117.2,-152.2,334.9,434.9,3.349
RNSR removal from Cap,205,35,,-35,170,-205,485.7,585.7,4.857
RNSR removal from Cap,207.3,35,,-35,172.3,-207.3,492.3,592.3,4.923
RNSR removal from Cap,138.8,35,,-35,103.8,-138.8,296.6,396.6,2.966
RNSR removal from Cap,174.6,35,,-35,139.6,-174.6,398.9,498.9,3.989
RNSR removal from Cap,209.8,35,,-35,174.8,-209.8,499.4,599.4,4.994
RNSR removal from Cap,216,35,,-35,181,-216,517.1,617.1,5.171
RNSR removal from Cap,161.6,35,,-35,126.6,-161.6,361.7,461.7,3.617
RNSR removal from Cap,117.4,35,,-35,82.4,-117.4,235.4,335.4,2.354
RNSR removal from Cap,185.2,35,,-35,150.2,-185.2,429.1,529.1,4.291
RNSR removal from Cap,135,35,,-35,100,-135,285.7,385.7,2.857
Delivery Force (ave),14.95935252,15,,-15,-0.040647482,,-0.3,,-0.003
Delivery Force (ave),15.11308453,15,,-15.11308453,0.113084532,,0.8,,0.008
Delivery Force (ave),15.10557554,15,,-15.10557554,0.10557554,,0.7,,0.007
Delivery Force (ave),14.71910971,15,,-14.71910971,-0.280890288,,-1.9,,-0.019
Delivery Force (ave),14.81133094,15,,-14.81133094,-0.188669065,,-1.3,,-0.013
Delivery Force (ave),14.80930755,15,,-14.80930755,-0.190692446,,-1.3,,-0.013
Delivery Force (ave),14.48017086,15,,-14.48017086,-0.519829137,,-3.5,,-0.035
Delivery Force (ave),14.9471223,15,,-14.9471223,-0.052877698,,-0.4,,-0.004
Delivery Force (ave),14.70854317,15,,-14.70854317,-0.291456835,,-1.9,,-0.019
Delivery Force (ave),14.68673561,15,,-14.68673561,-0.313264388,,-2.1,,-0.021
Delivery Force (ave),14.32486511,15,,-14.32486511,-0.675134892,,-4.5,,-0.045
Delivery Force (ave),14.80701439,15,,-14.80701439,-0.192985612,,-1.3,,-0.013
Delivery Force (ave),14.72886691,15,,-14.72886691,-0.271133094,,-1.8,,-0.018
Delivery Force (ave),15.04653777,15,,-15.04653777,0.04653777,,0.3,,0.003
Delivery Force (ave),15.46128597,15,,-15.46128597,0.461285971,,3.1,,0.031
Delivery Force (ave),14.4568795,15,,-14.4568795,-0.543120504,,-3.6,,-0.036
Delivery Force (ave),14.81038669,15,,-14.81038669,-0.189613309,,-1.3,,-0.013
Delivery Force (ave),14.82931655,15,,-14.82931655,-0.170683453,,-1.1,,-0.011
Delivery Force (ave),14.78453237,15,,-14.78453237,-0.215467626,,-1.4,,-0.014
Delivery Force (ave),14.99581835,15,,-14.99581835,-0.004181655,,0,,0
Delivery Force (ave),15.20957734,15,,-15.20957734,0.209577338,,1.4,,0.014
Delivery Force (ave),14.88961331,15,,-14.88961331,-0.110386691,,-0.7,,-0.007
Delivery Force (ave),11.98255396,15,,-11.98255396,-3.017446043,,-20.1,,-0.201
Delivery Force (ave),14.69811151,15,,-14.69811151,-0.301888489,,-2,,-0.02
Delivery Force (ave),14.57702338,15,,-14.57702338,-0.422976619,,-2.8,,-0.028
Delivery Force (ave),14.84860612,15,,-14.84860612,-0.151393885,,-1,,-0.01
Delivery Force (ave),15.19073741,15,,-15.19073741,0.19073741,,1.3,,0.013
Delivery Force (ave),13.16348921,15,,-13.16348921,-1.836510791,,-12.2,,-0.122
Delivery Force (ave),14.5379946,15,,-14.5379946,-0.462005396,,-3.1,,-0.031
Delivery Force (ave),15.22639388,15,,-15.22639388,0.226393885,,1.5,,0.015
Delivery Force (ave),14.93696043,15,,-14.93696043,-0.063039568,,-0.4,,-0.004
Delivery Force (ave),14.91843525,15,,-14.91843525,-0.081564748,,-0.5,,-0.005
Delivery Force (ave),15.20728417,15,,-15.20728417,0.207284173,,1.4,,0.014
Delivery Force (ave),14.60197842,15,,-14.60197842,-0.398021583,,-2.7,,-0.027
Delivery Force (ave),15.2096223,15,,-15.2096223,0.209622302,,1.4,,0.014
Delivery Force (end),9.125,5,,,4.125,,82.5,,0.825
Delivery Force (end),9,5,,,4,,80,,0.8
Delivery Force (end),9.1,5,,,4.1,,82,,0.82
Delivery Force (end),8.9,5,,,3.9,,78,,0.78
Delivery Force (end),8.775,5,,,3.775,,75.5,,0.755
Delivery Force (end),8.975,5,,,3.975,,79.5,,0.795
Delivery Force (end),9.125,5,,,4.125,,82.5,,0.825
Delivery Force (end),9,5,,,4,,80,,0.8
Delivery Force (end),8.825,5,,,3.825,,76.5,,0.765
Delivery Force (end),9,5,,,4,,80,,0.8
Delivery Force (end),9.2,5,,,4.2,,84,,0.84
Delivery Force (end),8.475,5,,,3.475,,69.5,,0.695
Delivery Force (end),9,5,,,4,,80,,0.8
Delivery Force (end),9.075,5,,,4.075,,81.5,,0.815
Delivery Force (end),9.175,5,,,4.175,,83.5,,0.835
Delivery Force (end),8.8,5,,,3.8,,76,,0.76
Delivery Force (end),8.675,5,,,3.675,,73.5,,0.735
Delivery Force (end),8.875,5,,,3.875,,77.5,,0.775
Delivery Force (end),8.825,5,,,3.825,,76.5,,0.765
Delivery Force (end),8.675,5,,,3.675,,73.5,,0.735
Delivery Force (end),9.05,5,,,4.05,,81,,0.81
Delivery Force (end),8.825,5,,,3.825,,76.5,,0.765
Delivery Force (end),0.025,5,,,-4.975,,-99.5,,-0.995
Delivery Force (end),8.5,5,,,3.5,,70,,0.7
Delivery Force (end),8.75,5,,,3.75,,75,,0.75
Delivery Force (end),8.9,5,,,3.9,,78,,0.78
Delivery Force (end),9.15,5,,,4.15,,83,,0.83
Delivery Force (end),0.175,5,,,-4.825,,-96.5,,-0.965
Delivery Force (end),8.575,5,,,3.575,,71.5,,0.715
Delivery Force (end),9.225,5,,,4.225,,84.5,,0.845
Delivery Force (end),9.05,5,,,4.05,,81,,0.81
Delivery Force (end),9.125,5,,,4.125,,82.5,,0.825
Delivery Force (end),9.075,5,,,4.075,,81.5,,0.815
Delivery Force (end),8.875,5,,,3.875,,77.5,,0.775
Delivery Force (end),9,5,,,4,,80,,0.8
